global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	c_comp_cor_18	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	w_comp_cor_78	w_comp_cor_79	w_comp_cor_80	w_comp_cor_81	w_comp_cor_82	w_comp_cor_83	w_comp_cor_84	w_comp_cor_85	w_comp_cor_86	w_comp_cor_87	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54
6308.071460837913	n/a	n/a	39791765.55503776	5964.623351367188	n/a	n/a	35576731.723674744	4098.395281227055	n/a	16796843.881184194	n/a	4230.8870185594005	8056.191933879182	n/a	n/a	n/a	n/a	0.0708847857	-0.0561633218	0.0564724703	-0.0763292929	0.0491096526	0.0843969455	0.1110136402	-0.5447320663	0.159162441	-0.1354114071	0.1282730385	0.0676410797	-0.0409803182	0.0400273684	-0.1548105806	0.1739086437	-0.0286645982	0.2984509243	-0.0458180487	0.2597037887	-0.1524157021	0.1603687151	0.0506309802	-0.0839876138	0.0053282617	-0.020313682	0.0306236346	-0.0913973673	0.0304554725	-0.0208535825	0.0322084964	-0.0385825442	0.0213109259	-0.0272923907	0.0234343205	-0.023545443	0.0662452469	-0.0395015584	0.023729871	-0.0117299348	0.0417158353	-0.0229644036	0.0719419707	0.002170206	-0.0065193637	0.020696616	-0.0346450652	0.0150220789	-0.0366585146	0.0219735296	-0.0151458335	0.0508276635	-0.0788998016	0.0343269775	-0.0440666586	0.0143976519	-0.0360200635	0.031919219	-0.0334538005	0.0077998353	-0.0251845794	0.0033506772	-0.035945146	-0.0037512224	0.0376356746	-0.0281144601	-0.0671674962	0.0183782896	-0.0667059132	-0.0004841676	0.0105813291	0.0356000122	-0.0355100003	-0.022314244	0.0262310768	0.01069411	0.001861643	-0.0287698828	-0.01236774	0.0407522684	0.0454340643	-0.0674172976	-0.0226224149	0.0097692466	0.053809041	-0.0134782751	-0.0586703509	0.0233491955	0.0234225406	0.0041922218	0.0087029589	0.0544528391	-0.0340122541	-0.079019783	0.0621828536	0.0116175085	0.0300132893	-0.0509441551	0.0215772182	0.060411362	0.0331086965	-0.0186306555	-0.030144519	-0.0357046585	0.0206041148	0.0256041198	0.0079214711	0.0155686926	-0.0963831688	-0.0521510527	-0.0213806961	0.0392373429	0.0112786827	0.0871580389	-0.0707637132	0.0120316879	-0.0772710483	-0.0669783654	0.0409815917	-0.4250363004	0.0480506119	-0.0353487967	0.0733850559	-0.1720832928	0.1110736627	-0.0183662355	0.1369367956	-0.1240440922	0.0200265018	-0.0144180601	0.0335521668	-0.0288137172	0.0350770987	-0.073692029	0.0047896229	-0.0642827917	0.0153099957	0.0553801239	0.0305692414	-0.2026306817	0.0123320335	-0.0694699054	0.0033779674	-0.0202330267	0.0467085598	-0.0143548038	0.062907989	-0.0379909875	0.0992138044	-0.014931396	0.0330110493	-0.11024043	0.1160000577	-0.0992473886	0.044484677	-0.0055209697	0.0267216893	0.0722627786	-0.0017257569	-0.0235301498	0.037202443	0.0249983672	0.0011376252	-0.0456512632	0.0357280082	-0.0200489484	-0.0289574845	-0.0475616546	0.0700439089	-0.0053122741	-0.0704181728	0.0600497335	0.0110078931	0.0011100697	-0.0182380559	-0.0292597184	-0.016934581	0.032189552	0.0300799409	-0.0591943691	-0.0144233258	-0.0361958069	0.0290301362	0.0398785962	0.0239649088	-0.0256427856	-0.0762659776	-0.0605120188	0.0309739149	0.0059341974	0.0561455838	-0.0472371355	-0.004240777	0.0115025689	0.0500266069	-0.063313501	0.0243832188	-0.0141362743	0.1120375138	-0.1284958536	-0.0264667393	0.0284552486	-0.0090060173	0.0768552182	-0.0960669891	0.0549123967	-0.0155895759	0.0456964862	-0.0071052123	0.0610436396	-0.1227811457	0.0119048098	-0.0315380883	0.1039456678	-0.0911715509	0.0090955197	-0.1156653851	0.0348360799	-0.0841257308	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	-1.71412e-06	n/a	n/a	2.9382073744e-12	0.0771053	n/a	n/a	0.00594522728809	-7.966799999999998e-06	n/a	n/a	6.346990223999996e-11	0.000836764	n/a	7.001739916960001e-07	n/a	-0.00064209	n/a	n/a	4.122795681e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6343.059638653989	34.98817781607613	1224.172586889362	40234405.57952128	6024.990431445312	60.36708007812467	3644.184357158717	36300509.69900757	4100.712934859108	2.3176536320524974	16815846.574120797	5.371518358166133	4235.023711564476	8709.791578280216	1.978333	49.5401	0.08942406908	0.0423052	0.2065590971	-0.0005959442	0.0949516905	0.0718566319	-0.0266264591	-0.0015059891	0.2951330507	-0.5113084202	0.2290128574	-0.177458393	0.045715304	-0.0342456191	0.0066353019	-0.1041008413	0.0204528527	-0.1013940607	-0.0386842075	-0.2635051902	0.0540192075	-0.2617403469	0.086139575	-0.1647483363	0.0128018798	0.0439196054	-0.0799305102	0.0043233234	-0.1369790758	-0.0670655918	-0.0315651457	-0.0064591717	-0.0485743178	0.1406406786	-0.0077868893	-0.2051795484	0.1259089123	-0.0277469454	0.1305184658	-0.1377543044	0.1225154634	-0.0264692015	-0.0041218802	-0.0847547068	-0.0025011338	0.0627563585	0.0611199974	0.0064520898	-0.0916670359	0.0521613669	-0.1652693895	0.033908768	-0.0946040157	-0.0661129381	-0.1884981189	0.038946852	-0.0278317903	0.0518283005	-0.0268343997	-0.0113975974	0.1187469363	-0.0775100146	0.0472121397	-0.025497066	0.080481491	0.1047382844	0.1319342734	-0.1467540748	-0.0368246302	0.0095722732	-0.044351376	-0.0364867619	-0.1467972114	-0.0875401551	0.088419457	-0.0019872872	0.0210778297	0.0186807034	-0.0090328844	-0.1171838787	0.0347474196	0.0819304196	0.0646913379	-0.0019613158	0.0356543738	-0.0686857932	0.0479914178	-0.1010189476	-0.0302508155	0.0437777393	0.0133167456	-0.0730492786	0.0217633989	0.0592626865	0.0879256594	-0.2125121836	0.0575078013	-0.0064301133	0.0428228116	-0.0980041152	0.1186414403	0.0731092673	-0.044795707	-0.0049740055	0.0348941588	0.0328702041	-0.0171803764	-0.0158874581	-0.0460574388	-0.1539555961	-0.1007555639	-0.0849476482	0.0169985636	0.0854694478	0.107644151	-0.1076517707	-0.0186552253	0.0120614249	-0.008448032	-0.075302652	0.1527271197	-0.6683872442	0.0312406347	-0.0648897815	0.0140163908	-0.0634622293	0.093774026	-0.0126592736	0.0324168565	-0.0263893814	-0.068364049	-0.1462128618	-0.0124661608	0.020159632	0.0848742945	0.0560194149	0.05581247	-0.0246197669	0.0440893858	0.0250480582	0.0410419251	0.0926071523	-0.017706328	0.0455438429	-0.09154355	0.0378912518	-0.100783528	-0.0329720071	0.1083116992	-0.0062602809	-0.0369258189	-0.0052635024	0.0195803805	0.0866551291	-0.081620693	0.0690136575	-0.0634091119	-0.0327858609	-0.0049004354	-0.0139550179	-0.0422190841	-0.0136960628	-0.0508076356	-0.0696726576	0.0093782988	0.0420987726	-0.0182451685	0.0112608983	0.0136689224	0.0190999926	0.0467273478	-0.0413508385	-0.0080957035	-0.0390155205	-0.0009216606	0.0642880493	-0.0168365281	0.0667650756	0.0044610769	-0.0134474264	-0.0227274537	0.0300513693	0.0623342936	-0.0153678524	-0.048028691	-0.1017743191	0.0013991646	-0.0047509641	0.0892041277	0.0693946628	-0.0243806211	0.0254713869	0.0024612635	0.0405976673	0.0271724183	-0.0448380117	0.023979546	-0.0336166529	-0.0662887609	0.0156287376	0.2578485805	0.0689308458	-0.1415203056	-0.0718207582	-0.0883579278	-0.0246873104	0.1093073198	-0.0701701343	-0.1094162656	-0.3421834724	0.0082845288	-0.2647237994	-0.1597591657	-0.153580996	-0.1813308007	-0.0360686626	-0.2312553297	-0.1484015683	0.0694863176	-0.1178731807	-0.0381207263	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	-0.0130066	-0.01300488588	0.0001691270567518	0.00016917164356	0.0755438999999999	-0.0015614000000001	2.4379699600003173e-06	0.0057068808272099	-0.0212658	-0.0212578332	0.000451895472359	0.00045223424964	0.000260134	-0.00057663	6.766969795600001e-08	3.325021569000001e-07	-0.000772249	-0.000130159	1.6941365281000007e-08	5.963685180010001e-07	-0.00036521	-0.00036521	1.333783441e-07	1.333783441e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6290.06897629462	-52.9906623593688	2808.0102972846253	39564967.72654405	5843.628170263672	-181.3622611816409	32892.26978091772	34147990.19229914	4100.035104573485	-0.6778302856228038	16810287.85873491	0.4594538961074917	4225.924959572658	8098.048273460633	1.994329	49.940666	0.13373216	0.075852	0.0731372447	-0.1271492819	-0.0407705428	0.0049461379	0.0656776284	0.0503253121	-0.0147481295	-0.0388556296	0.1274672642	-0.1376847144	0.0457629198	-0.0096875797	-0.0125593752	-0.1058753929	0.0348877247	-0.0735368977	-0.0233686483	0.0331951891	-0.0440423379	0.1116471679	-0.0886167695	-0.09735732	-0.2532126665	0.1409000767	-0.0243048796	0.008609214	0.0075691357	0.0737373931	0.0280178941	-0.004872316	0.0102366118	0.2082526219	-0.0871302277	-0.2331636294	0.1632106098	-0.0647898703	0.1604670787	-0.0206799235	-0.0124821598	-0.0018515546	-0.041308015	-0.1925714898	-0.1234998354	0.0859195964	0.0453557616	-0.0500735634	-0.0867155853	-0.0107598962	0.0073322215	0.0078979643	0.0106009655	-0.115275866	0.0907486324	0.0634649876	0.0246534477	0.0432344958	0.073266638	0.0402682906	0.0343966179	0.0589329056	0.0212360483	0.0001212317	-0.038764854	0.129505705	-0.012780227	0.1153604683	-0.0035308007	-0.0282451177	0.097772712	0.0861136418	0.0448020976	0.0050860127	0.1052402455	0.0762805983	-0.1418209038	-0.030280745	-0.0238841242	-0.0682710746	0.1312151104	-0.0325283379	0.0111476302	0.0299090647	-0.0484492081	0.0453011398	-0.0380051085	0.0240087226	0.164846372	-0.0709216648	0.0092063585	-0.0014212613	-0.0116609606	0.0373902924	-0.0506178316	0.1328797397	-0.0013710603	-0.071396146	-0.0678233618	0.0988447164	-0.0733437749	-0.044429483	-0.0311774668	0.0385799346	-0.063874069	0.0512183702	0.0363292667	0.0864172081	0.0913757031	-0.1020668392	0.1202209773	0.054898135	0.0554845512	-0.0466905791	-0.0209135926	0.0657527778	0.1163372531	0.0450306793	-0.0131614202	-0.0048401704	0.0144690233	-0.2088071854	-0.0306428092	-0.0256761675	-0.0570140564	0.1096335307	-0.0738215502	-0.0246777534	-0.0049409604	0.1817342302	0.1447705062	0.0714057334	-0.0365826664	0.1114174968	0.0165923918	0.0616768909	-0.0846854974	0.0788580211	-0.128347902	0.0982627146	-0.0405334672	0.2180298827	-0.0616499018	0.0462401989	0.2113091484	0.0192374342	0.1437658877	-0.0193060071	0.0086008907	-0.0227508223	-0.0264745731	0.0599062385	0.0495825595	-0.0624715938	-0.1327327858	0.1103340241	-0.0190887928	0.0727981018	0.0063800927	-0.0588080833	0.032944024	0.0502134209	0.0601209409	0.0741483581	-0.0086016917	-0.0713430958	-0.0727596771	0.0006337503	0.1715895766	0.0319626784	-0.0947787939	0.1024965572	0.1141044681	-0.054409884	0.0824125043	-0.079821493	0.0315796582	0.0098526752	0.0030238183	0.0652007784	-0.0028624852	0.0343159413	-0.0272035409	0.0767177008	-0.0167993255	0.1242520833	-0.0052369132	-0.0503838337	-0.0330071947	0.0439113755	0.0666702403	0.028108728	-0.0987200754	0.1216786818	-0.0439438522	0.0226551657	-0.0175439718	0.0566804996	0.0139863778	0.0123314249	0.0796713295	0.0681458847	-0.2837112498	0.0630103354	0.1885820905	0.0922575555	0.1602226796	0.0499575298	-0.0442076307	-0.3242957835	-0.2248901925	-0.1047291923	0.0319275887	-0.0538117427	0.0280237432	-0.190492228	0.2069356777	-0.095656677	0.0382900414	0.0941564224	0.3106717709	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	0.00545091	0.01845751	0.0003406796754001	2.97124198281e-05	0.0600331	-0.0155107999999999	0.0002405849166399	0.00360397309561	0.0482383	0.0695041	0.0048308199168099	0.00232693358689	0.00036996	0.0001098259999999	1.368704016e-07	1.2061750275999997e-08	-0.00064209	0.000130159	1.6941365281000007e-08	4.122795681e-07	0.0	0.00036521	1.333783441e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6292.832208356615	2.763232061995041	7.635451428437364	39599737.2025304	5843.729320458984	0.1011501953125844	0.0102313620117739	34149172.370792024	4103.136038276622	3.100933703136434	16835725.34860437	9.615789831247437	4218.430081885576	8304.907663602824	1.93442	48.440475	0.13997994	0.0847081999999999	0.075159351	0.0919530902	0.1291598547	-0.0512156373	0.0341254549	0.0859310229	-0.0002011798	-0.1050340284	0.0791032986	0.0358001386	-0.1340920697	0.0356765466	0.0655952606	-0.059553438	0.0353840229	-0.1176050471	0.0709272687	-0.0442652572	-0.0201478965	-0.0136758565	0.0604274522	-0.0082502412	-0.0144124719	-0.0366224491	0.1584016985	0.0437846512	0.0213903174	-0.1152873091	0.0183799301	0.0427318474	-0.0207222214	0.0124126319	-0.0343060111	-0.0471275797	-0.0152200924	-0.0329055063	0.0270730355	0.0711885384	0.0484583998	0.0307277002	0.0581029736	0.0869555889	0.0317464217	0.0670159093	0.0132398394	0.0441552746	-0.0442652732	-0.0862687377	0.0032341607	-0.0089030075	0.0519078387	0.134931964	0.1035363981	0.0108519637	-0.0887271334	-0.0506711115	0.0341154092	0.0051320914	-0.0681382841	-0.0484957611	-0.0461559409	0.0402164941	-0.1230996028	-0.0576360299	-0.018311861	0.1088690437	-0.1538001313	-0.009585463	-0.0465007909	-0.0230717076	0.0408941924	0.1037996704	0.0404791569	0.0778260447	0.0715225412	0.0813080099	0.0747231071	0.0243925728	0.0034961887	-0.0351791685	-0.1876621683	0.0257883061	0.0637763152	-0.1271224308	0.0271379744	0.0162296987	-0.1489622333	-0.0059377378	0.0923141234	-0.0274438782	0.0079506629	0.0801221253	-0.1788496863	-0.0230211922	0.0583350814	-0.00403645	0.0603513633	-0.0032482758	-0.0307482532	0.0798238133	-0.0756227832	-0.0462987837	-0.028972102	-0.0848682209	0.117955317	-0.0297851488	-0.0046971396	0.0472086791	0.0423174859	-0.0172826932	-0.0771910057	0.0522873013	-0.0968365219	0.0287519078	-0.0901905247	-0.089218874	-0.0432225029	-0.0642561227	0.0841505396	-0.0471060264	-0.0176949038	-0.0180415748	0.0557932892	0.0530457122	-0.0025309311	-0.019516475	-0.0397160902	0.1731605335	-0.1137815327	0.0153963692	-0.0573630764	-0.1196762054	-0.0160383126	-0.1357821084	-0.0098482214	0.0092153983	-0.0456589859	0.0691217583	0.0669602361	-0.1062588416	0.0138294394	-0.0523103878	0.0638806097	-0.013244441	-0.0455280065	-0.046449007	-0.0712965971	-0.0056417476	0.0635414371	-0.0502761949	0.0340240981	-0.1370823387	0.0743690324	-0.1308338321	-0.0128706174	0.0524622386	-0.0233419056	-0.0204509059	0.0168317256	0.0001667852	-0.0104923485	-0.1058807828	0.1044647208	-0.0052971582	0.0618587897	0.013595382	0.046397145	-0.0352241742	-0.0507885646	0.0855187034	-0.0399800315	0.031066663	-0.1130966724	-0.0699414058	-0.0341844648	-0.1273417844	-0.0761734012	-0.0562632134	0.1267242285	-0.0147471723	-0.0678399418	0.0475727293	0.1504353046	-0.0689303737	-0.0772179112	0.1236552314	-0.0742565208	-0.0854197646	0.0335434941	-0.1558083721	-0.1175402267	-0.1465996881	-0.0385405134	0.0590805221	-0.1007138212	-0.1240313702	0.0271503547	-0.0427752284	0.1265437787	-0.0998241894	-0.108226271	0.0136079926	-0.1061772792	0.0029363176	0.0401444977	-0.0086597065	-0.0481303506	-0.0121337472	0.0447566709	0.0715280316	0.0426602476	-0.0721509384	0.0841092762	0.0951127681	-0.0437181147	0.0331043468	-0.2319317633	0.0151717556	-0.1872595925	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	0.019858	0.01440709	0.0002075642422681	0.000394340164	0.0499185	-0.0101146	0.00010230513316	0.00249185664225	-0.0262905	-0.0745288	0.00555454202944	0.00069119039025	0.000886501	0.000516541	7.858840230010001e-07	2.6681460468100005e-07	-0.000570742	7.134800000000005e-05	5.090537104000007e-09	3.25746430564e-07	0.0002307	0.0002307	5.322249e-08	5.322249e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6264.592023853155	-28.240184503460117	797.5080207894688	39245113.22532457	5786.231694677735	-57.49762578124955	3305.976970480613	33480477.22449317	4094.2916678617376	-8.844370414883997	16763224.26152205	78.22288803567533	4211.685992060789	7919.044493354102	1.943129	48.658566	0.1247052	0.0715771	0.0034116785	-0.0872900813	-0.0558072667	0.1069598049	0.0358503236	0.0274010271	0.0178440949	0.1273489681	0.0464306783	-0.035292865	0.0036938274	-0.0232043862	-0.0461844373	0.0127164413	0.077581044	0.0135011719	-0.031911447	0.0058344604	-0.0011280376	0.0751925927	0.05540929	0.0162530375	-0.0248054514	0.0728985518	0.0514826947	-0.0329475164	-0.0553322923	0.0713977775	-0.0183294129	-0.0121913036	0.0238431841	-0.0072912386	-0.0544951577	-0.0753361531	-0.0199170069	0.0117413407	-0.0322472417	-0.0286817739	0.0246757423	-0.0572968581	-0.019209469	0.0468937293	-0.0413442607	-0.0267208309	0.0130635619	-0.0788576245	0.0196087709	-0.0503006546	0.001204855	-0.110086896	-0.0116972585	-0.0217119269	-0.0230820945	0.0204871426	-0.1274726367	0.0477444839	-0.0145868996	-0.0295612717	0.0210109081	0.0713470254	-0.008854008	-0.0516168696	0.2081713509	-0.0532863407	-0.0459372425	0.0357064728	-0.0995876042	-0.0021289091	0.0061175494	-0.0637919216	0.015453008	0.0671613964	0.0145288288	-0.0102056531	-0.083899121	-0.1401778436	0.0372350426	0.0911276628	-0.0244164214	0.1157463947	-0.0463951152	-0.0168473376	0.0924026989	-0.086971636	0.0107984507	0.006608016	0.0044638871	-0.0072363236	-0.103561526	0.0219982852	-0.0070757646	-0.1029378872	0.0706793712	0.0491462736	-0.0692829132	0.0396650319	0.0396163755	0.0316203881	0.1070789022	0.0266953329	-0.0415426237	-0.0221298479	0.1153410623	0.0139038643	-0.0558992018	-0.0311664855	0.0424061394	-0.0493256185	0.0030368505	-0.0776707805	-0.0043755157	-0.0488166973	-0.0552900934	-0.0253067764	0.0612306057	0.0556473759	0.0681839912	-0.0076597592	-0.0266182031	0.0408951606	0.0304161004	-0.0040412684	-0.0186987871	0.0133841401	-0.0925796627	0.0195364124	-0.0426566533	0.0487847013	0.0340488581	0.123489341	-0.0342846782	-0.0267224812	0.1276350262	-0.0170360119	0.0466985154	-0.0798028946	-0.0425530743	-0.036586127	0.0251332427	0.0467303641	0.1346466049	0.0395830073	0.0054306011	-0.0671693597	-0.0001547439	0.0046587088	0.0017486523	0.1339267855	0.0190146575	0.0240695231	0.0305854968	-0.0045293714	-0.0371432407	0.0945636653	-0.1477600705	-0.0624591663	0.054012377	-0.041725595	0.0175075544	-0.0057085835	-0.0178460698	0.0202338712	-0.1064238881	-0.0039266726	0.0881004433	-0.1294992098	-0.0656356481	-0.0595580381	-0.0522434373	0.0216305589	0.1402862662	-0.0437901247	-0.0592701156	0.0383147281	0.0159922055	-0.126412398	0.0386096118	0.0465686874	-0.0154853259	0.0590240069	-0.0615310459	0.0150824309	-0.0477340453	-0.1001941997	0.0221828566	0.0379404432	0.1338421808	-0.071073344	-0.0622641712	0.0628983263	0.039782395	0.0352502828	-0.0482047128	0.0585508186	0.0839416132	0.0761137979	-0.0529848548	0.0464158413	0.0602530898	-0.0805828871	-0.1636579212	-0.0562593189	0.1110094878	0.0421350156	0.0548813812	0.1028673241	0.0855118602	-0.0041030733	0.0650366169	-0.0046891156	-0.0527137849	0.0122847434	-0.0267425891	0.0132376443	-0.0853971546	-0.0227399873	0.0570970367	-0.0854777769	0.0182964873	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	0.008409	-0.011449	0.000131079601	7.0711281e-05	0.0655037	0.0155852	0.00024289845904	0.0042907347136899	0.0356403	0.0619308	0.00383542398864	0.00127023098409	0.000473745	-0.000412756	2.2443432502500002e-07	1.70367515536e-07	-0.00064209	-7.134800000000005e-05	5.090537104000007e-09	4.122795681e-07	0.0	-0.0002307	5.322249e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
