global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	w_comp_cor_78	w_comp_cor_79	w_comp_cor_80	w_comp_cor_81	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44
6893.711357420185	n/a	n/a	47523256.27942405	6286.2508131992045	n/a	n/a	39516949.28644766	4424.998906955	n/a	19580615.326552942	n/a	4533.002636535445	9997.608033662684	n/a	n/a	n/a	n/a	-0.1188468663	0.0267295202	-0.0564685201	0.2953723319	-0.1286254151	0.0674786488	-0.2602175229	-0.0704827195	0.1985079664	-0.0062605366	0.0773857969	-0.1552008965	0.0426694515	-0.0319243838	0.1955325731	-0.1144085941	-0.0831393116	0.0319917049	-0.0282151187	0.0582964541	0.0259506121	-0.0001779569	0.0192659629	-0.0445866621	0.0246110516	-0.048176679	-0.0444770419	0.042113388	-0.0502456008	0.012941861	-0.0252035329	0.0398260393	-0.0019452594	0.0233821513	-0.0484038595	0.0047131801	-0.0354096714	-0.0156881291	0.0355454294	-0.0381274369	-0.0051694754	0.0499199909	-0.0190870602	0.0241087237	-0.0093042186	0.0139380164	-0.0582570108	0.0324155135	-0.0191216554	0.0348897551	-0.0219770076	0.0538633302	-0.0219567351	0.0148849553	-0.0109157657	0.0397412266	0.0701368279	-0.0274619872	0.0207318395	-0.0151355036	-0.0178276535	0.0102058276	0.0506997907	-0.0264890438	0.0109994342	0.0249617999	-0.003148791	-0.0045284895	-0.0389109156	0.0338634532	0.0381996952	-0.0366991002	0.0120859961	0.0215554958	-0.0029454232	-0.0117036371	0.0342722965	0.0085049881	0.0009355722	0.0632422416	-0.0613148371	-0.0126169099	-0.0151946292	0.0260386705	0.0189026189	0.025779676	-0.0982911972	-0.0160689136	-0.0076173451	-0.010399638	0.0587889648	0.0242679423	-0.0547435898	-0.0328802735	0.0041329883	0.003729909	0.0299049858	0.0323424562	0.0382098906	-0.0738066288	0.0171493588	-0.1181819638	-0.1223367843	0.0561806174	-0.1406120883	0.0839053853	-0.0043249605	0.1235705665	-0.0966882553	0.143115439	-0.0444626258	0.0016721519	-0.0998384459	0.0046558439	-0.0635398029	0.0515405904	-0.0350067591	0.0304861864	-0.0551520064	0.0224812843	-0.0472525405	0.00716982	-0.0272561593	0.0444052374	-0.0831403019	0.0273548615	0.0148281227	-0.0301884599	0.0196308414	-0.0520485985	0.0539737446	-0.0741029941	0.0359711646	-0.0309900897	0.0286921275	-0.0250015917	0.0473434617	-0.0543059507	0.0516420739	-0.0067199152	0.0794977486	-0.0553602396	0.06784894	-0.0725689387	0.0479384892	-0.066563207	0.0735211009	0.0259858345	-0.0405542716	-0.0027956689	-0.0145941401	0.0393206047	-0.0293493731	-0.0063054184	0.010000598	0.0073330334	0.0677193243	-0.0396472939	-0.0796625112	0.0458723671	0.0033270719	0.0955073849	-0.0446730388	-0.0530761616	0.0637240853	0.0030884648	0.0098222934	-0.0128526796	-0.090616017	0.0870102813	0.0181433733	-0.0017672131	0.0909716685	-0.1184892883	0.065401199	-0.0031202374	0.0543083534	-0.0081407107	0.0251071274	-0.0115951801	0.0495992211	-0.0665349889	0.0004611799	-0.0215698221	0.0426061909	-0.0508005286	0.075513342	-0.1130958698	0.0095991475	-0.0158516619	0.0622407374	-0.0674607122	0.0745610726	-0.1283031513	0.0558282461	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	-0.111576	n/a	n/a	0.012449203776	-0.0505231	n/a	n/a	0.00255258363361	-0.118733	n/a	n/a	0.014097525289	-0.00117346	n/a	1.3770083716e-06	n/a	0.00115892	n/a	n/a	1.3430955663999998e-06	-0.000647785	n/a	n/a	4.19625406225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6913.153213031342	19.441855611156825	377.9857496050701	47791687.34684556	6320.62369645617	34.372883256965906	1181.4951033970071	39950283.91220326	4426.118172111904	1.119265156903566	19590522.07349922	1.2527544914583644	4543.996836199209	10330.932352753856	1.620877	38.210434	0.0710949	0.0420263	-0.178966762	-0.0309417075	0.0068498148	0.350941743	-0.2567307921	-0.0545547728	-0.2187094095	-0.1701660301	0.0767447331	0.082537829	-0.040911361	-0.0007778147	-0.0353111867	0.0390775734	0.0563280995	0.1551432028	-0.1102300758	0.007061097	-0.0118403277	0.1014329645	0.092701489	0.0110622717	0.1282571771	0.0638890838	0.0690853251	-0.0346616418	-0.0436931771	-0.1192650082	0.060597824	0.0032581232	-0.0422051913	-0.0555298382	-0.0840515469	0.0531880864	-0.0135898029	0.0954457748	0.0476865375	-0.08632029	-0.0490943562	-0.0352073281	-0.068525851	0.1292465831	-0.0091691585	-0.0414648985	0.0258543686	-0.0085019638	0.0267344243	0.0306225002	-0.0253167936	0.0827443937	-0.065530207	0.1512078268	-0.1346114965	-0.0358701258	-0.0389271138	0.1567915962	0.0181480377	0.0445429304	0.133632049	0.0116084489	0.023455422	0.0130926932	0.1102901199	-0.0678768442	0.0101867153	0.0620549295	-0.0111814158	-0.0030160097	-0.1072528039	-0.0071497145	0.057826647	-0.0447218497	0.033527502	-0.0047361394	-0.0659075241	-0.0470287171	0.0400340251	-0.0874193135	0.0378076284	-0.024635949	-0.1077786073	0.0131433231	0.0427723963	-0.0545305621	-0.0583706097	0.0282405096	0.0031051061	0.0474512328	-0.017467414	0.0642757153	0.0714058577	-0.027710688	-0.0879214957	0.0037267112	0.0357903562	0.0573809433	-0.0270866311	0.0337798712	0.1036936707	-0.0753318472	0.0804761013	-0.1771173163	-0.1673733726	0.072377066	-0.2460587777	0.1605439551	0.0823352678	0.0283293545	-0.0290037456	0.0639642569	-0.0587157156	-0.1910256116	-0.2550103605	-0.0191750864	-0.2629846374	0.0334783516	0.0030727396	0.0121581993	-0.061995207	0.0359269238	0.0265859837	0.0806670481	-0.0470339021	0.0929877461	-0.1273493625	0.1246215176	0.1281931674	0.0211045876	-0.0836502438	-0.0015895349	0.0489213909	0.0158885	-0.0651871161	0.017645007	0.172153073	0.0281503412	0.0429341122	0.0170356935	0.0255510482	-0.058460235	0.0303049856	-0.0280210531	-0.0225237451	0.0328302169	0.0173341179	-0.0471446827	0.0384848774	0.0095587448	0.0454012231	0.0297170471	-0.0651129454	0.0359779362	-0.0074369845	0.0258167804	0.0594452089	-0.0465415689	-0.0330742658	-0.0171321335	-0.1120689416	0.0930221042	-0.0047740727	0.0707736414	-0.0637838567	-0.0785992509	-0.0802243483	-0.0672934795	-0.0144548995	-0.0304629483	-0.0470348162	-0.0562445234	-0.0081569848	0.0364610038	0.1476397328	-0.0320516941	0.0922488445	0.1837788919	-0.0015422328	0.0364892021	-0.0368876531	-0.0038646095	-0.0153502129	-0.0341792356	-0.0326851565	0.0404910127	0.0387774866	0.0420897513	-0.0208255317	0.018949938	-0.1012000551	0.0514696434	-0.0435900973	0.0136033891	0.0437760012	-0.0264650111	0.108171125	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	-0.109608	0.0019679999999999	3.873023999999991e-06	0.012013913664	-0.0645538	-0.0140306999999999	0.0001968605424899	0.00416719309444	-0.0796429	0.0390901	0.00152803591801	0.00634299152041	-0.00105121	0.00012225	1.1050424640999995e-06	1.4945062500000044e-08	0.00134536	0.00018644	3.4759873600000074e-08	1.8099935296e-06	-0.000636353	1.1432000000000022e-05	1.3069062400000048e-10	4.04945140609e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6862.415131621276	-50.73808141006612	2574.3529051744968	47092741.43870465	6168.104125696351	-152.51957075981954	23262.2194647596	38045508.505432345	4421.822201525162	-4.295970586741532	19552511.58190083	18.455363282148387	4521.733345092991	9825.850839007053	1.526934	35.995819	0.12232405	0.0755953999999999	-0.0951874047	-0.0273714371	-0.0671640797	0.0667162506	-0.1197156875	-0.0304798233	-0.0449850946	-0.0251049155	-0.0480996114	-0.0399269471	-0.1104627762	-0.0152503565	0.013399604	0.0085531547	0.0413556965	0.001817995	-0.087352095	0.0194565556	0.0329573928	0.0897730611	-0.0039546292	-0.0531169656	0.0412333616	-0.0331722358	0.0983086775	0.010853716	0.0399474647	0.0764526708	-0.0628594353	-0.0225196387	-0.0429778855	-0.0968985892	-0.0944548943	-0.000382366	0.011551506	0.0989435016	-0.0718154013	-0.0737277533	0.0117036868	0.0072650651	0.0463087535	0.0467214645	0.0676456559	-0.1054455003	-0.024939912	0.0424867817	0.0256670094	0.0425796423	-0.0077074528	-0.0737310545	-0.0945495978	0.0149292395	-0.0042377876	0.0269345378	0.02032245	0.0370701336	-0.0094331034	0.0264743536	0.0663063663	-0.0308553589	0.0220519405	0.0222272677	-0.1246233486	-0.0943005487	0.0863630345	0.0410282776	-0.0349835848	0.0438053189	0.0255751384	-0.0636679767	-0.0078893621	0.1069599357	-0.0162875443	0.0104791881	-0.0267821457	-0.0409375587	0.0023124992	0.0171882459	0.0402191889	-0.0754806447	0.0791630107	0.0705442848	0.0223927692	0.0067512822	-0.0097980394	0.0221813204	0.0123766544	-0.0044403776	-0.0106948157	0.076655198	-0.0551670908	-0.1207417224	-0.1805996891	0.1477585251	-0.0349034399	0.0009908564	-0.1159113862	-0.129692462	0.0665112664	-0.0615470029	0.0343951905	-0.0845457738	-0.0507291021	0.06332787	-0.0639064674	-0.083437542	-0.0770904518	0.0768822224	-0.0294273008	0.0412571509	0.0194270852	-0.0801849904	-0.0003355439	-0.0366204805	0.0095739147	-0.0483648876	-0.0231704224	0.0930640912	-0.002156542	-0.000305726	-0.0665531559	0.0566068225	-0.0601493197	-0.0096783763	-0.0118064527	0.0202349886	0.0739904627	-0.0199067392	-0.0288338406	0.0749315226	-0.0724472791	-0.0489972022	-0.0463519715	-0.0364739407	0.0246904917	0.0725436822	-0.0098496434	0.0706977924	-0.0780975573	-0.0014823959	-0.0801288979	0.0116254	0.0619409254	0.02347771	-0.0929839564	0.0570204071	-0.0165444685	-0.0097741012	-0.0644411432	-0.052091913	-0.0711300939	0.0101466929	0.0359408505	-0.0868573495	-0.0189823545	0.0539031502	-0.0558283712	-0.0634655473	0.1338789232	-0.0154807065	-0.018734437	0.0024132857	0.0522383234	0.0377316999	-0.0183136567	0.0494571008	-0.0088963642	0.1339085968	-0.0950600281	-0.0809335753	-0.0739533471	0.0058303564	0.1287446259	-0.0316933394	0.0501389219	0.0261996388	0.0296947593	-0.078676854	0.1158938151	0.0076254112	0.0193684506	-0.003556503	-0.0440254101	0.0162261938	-0.0836075401	-0.0368205934	0.0222386281	-0.0948426784	0.0140868715	0.0126044449	-0.0444684348	-0.0141010054	0.0693670187	-0.0670926711	0.0346191059	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	-0.108644	0.0009639999999999	9.29295999999986e-07	0.011803518736	-0.0120681	0.0524856999999999	0.0027547487044899	0.00014563903761	-0.0662995	0.0133434	0.00017804632356	0.00439562370025	-0.00200261	-0.0009514	4.0104468121e-06	9.051619600000004e-07	0.00120064	-0.00014472	2.0943878400000023e-08	1.4415364096e-06	-0.000650852	-1.4499000000000066e-05	2.1022100100000191e-10	4.236083259040001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6863.235768792891	0.8206371716150898	0.6734453674364143	47104005.21803814	6163.604348005954	-4.499777690396513	20.247999262990177	37990018.55875791	4422.250619459451	0.4284179342885181	19556300.54130949	0.183541926420041	4524.195578591865	9876.962416923505	1.226205	28.906473	0.10251105	0.0587526	-0.1038058656	-0.0512649539	-0.0560931509	0.0564262393	-0.151129935	-0.0572223482	-0.0158937992	-0.0942091731	-0.0039460667	0.0218000272	0.0402566325	0.0825331066	0.0264835504	0.0292679448	0.0792129659	0.0723627638	-0.0865213837	0.0057080622	0.0315316391	0.1226269972	0.0824377884	0.0784637804	0.078733169	0.1253078429	-0.0209207451	-0.0901428682	-0.0659223795	-0.0383298602	-0.0091258755	-0.0380811485	-0.0729767096	0.0064244428	0.0151015885	-0.0753539654	-0.0213375461	0.0984829127	0.012272927	0.0198466868	0.0857086533	-0.0411853429	0.0226841724	0.0542789561	0.0058945675	-0.0373925009	0.0685328397	0.1060853531	0.00111461	0.015023296	0.0502592463	0.0033012224	0.0200384727	0.0583233096	0.0521611221	-0.0003603576	-0.0492174845	-0.0115199594	-0.0248358662	0.0054672043	-0.0481049564	-0.0106847551	-0.0306609843	-0.0468409011	-0.026185325	-0.0873233427	-0.0841660789	-0.0360252003	-0.0617411031	0.0576772157	-0.0942945139	0.1231365719	-0.0040119239	0.0196146404	0.009766846	0.0608040962	-0.074369685	0.0214159468	-0.0026164574	0.0260218784	-0.0979057559	0.0881598432	-0.0113939709	0.0348435628	0.008182372	0.0945144152	0.0005560247	-0.0350390769	-0.2002706838	-0.0975429419	0.1002120717	0.0008559179	-0.04450619	-0.01459692	-0.0047163055	-0.0889791913	0.0606484158	0.0205494807	0.0222335785	-0.0512323148	0.087580255	-0.044705005	0.0565980687	-0.0907883306	-0.1405644607	0.0150293518	-0.0630566253	0.0896093551	0.0761331134	-0.0371543151	0.0851169149	0.0057454233	0.0308072372	0.0197001014	-0.0136475932	-0.0857733061	-0.0324573452	-0.0283606877	-0.0441766128	0.0108559728	0.0021866947	0.0506868681	-0.0588276692	0.0457101444	0.0176364313	-0.0926027285	0.0012060717	0.1150207916	0.0320072601	0.0376847732	-0.0310135916	0.0182744226	0.0055032906	-0.0284407253	-0.017648397	-0.0913222288	-0.0930380842	0.0512483733	-0.0633431372	-0.0301353131	-0.0309835142	0.0434785776	-0.0190139234	0.0376543991	-0.0648239258	-0.0395438243	-0.0795092436	0.0095360773	0.0046288042	-0.013061058	-0.0220547373	0.0500719197	-0.0720721518	-0.0580489869	-0.0197356938	-0.004190677	-0.1000666891	-0.0336442762	0.1393480898	0.0034734192	-0.0310045819	-0.0044497396	0.0106389945	-0.0460037456	0.09180353	0.108464073	0.0853879039	0.0558885629	0.0146142084	-0.0015211266	-0.0624010673	0.1066922121	0.0881041763	0.0242884329	0.1458887374	-0.0092707434	0.0077143481	0.1199756063	0.0393747916	0.0833809626	0.0044882676	-0.0034704649	-0.0071715096	-0.051727599	-0.0059384923	-0.0008592475	0.0417892528	0.0710487312	0.0014929638	0.0665830158	-0.0605424031	0.0283625738	-0.0276311773	-0.0359773541	0.0179601145	0.0120072148	0.0618367407	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	-0.116884	-0.0082399999999999	6.789759999999995e-05	0.013661869456	-0.060413	-0.0483449	0.00233722935601	0.003649730569	-0.0595322	0.0067672999999999	4.579634928999996e-05	0.00354408283684	-0.00144421	0.0005584	2.0857425241e-06	3.1181056000000016e-07	0.00140888	0.0002082399999999	4.3363897599999984e-08	1.9849428544e-06	-0.000667389	-1.6536999999999954e-05	2.734723689999984e-10	4.45408077321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6847.884860882388	-15.350907910502428	235.650373676726	46893527.06790221	6131.7171450759815	-31.887202929972773	1016.793710697264	37597955.14721875	4417.667264119491	-4.58335533995978	19515784.056472987	21.007146172337837	4513.539616612285	9708.3721368736	1.30775	30.8288	0.121587719	0.0752918999999999	-0.0742927574	-0.0399945199	-0.0811768907	-0.0048939773	-0.0741521611	0.0041537945	-0.0393455552	0.0221109993	-0.0971060777	-0.0563478561	-0.1034887296	-0.0391050836	0.0021007666	0.0014462061	0.0645409978	0.0523043997	-0.0584527896	0.0097765351	0.0295767566	0.1273663017	-0.0023419154	-0.1171117239	-0.0220393136	-0.0740910318	0.1298822074	0.0265292239	0.0031725616	0.0086512169	-0.0189995305	0.0204518526	-0.0032917812	-0.0146132774	-0.1268244055	-0.0490810369	-0.037996989	0.0597973764	0.0445338657	0.0530177466	0.0446684196	0.0261580771	-0.0115289305	0.0964191383	0.0415773216	-0.0643053732	-0.0297907327	0.0135910754	-0.0555405555	0.0161120157	-0.1214266333	-0.0585516166	0.0238131797	-0.01456588	0.0045269812	-0.0704502001	0.0067472126	-0.0280833182	-0.0695403048	0.0249467071	-0.019493438	0.0330366531	-0.0171315666	-0.0001616251	0.0341470077	0.0531876865	-0.0421196896	-0.0467445572	-0.0107790531	0.0725162257	0.0662683666	-0.0061278585	-0.0430119422	-0.0099948735	0.0124079005	0.077386242	-0.0950501206	0.1144230764	0.0272551184	0.1196584204	-0.0923269817	0.0612862471	-0.016244618	0.0196660396	0.0187382048	-0.0274481908	-0.0264856788	-0.0009874837	0.0694799534	0.0120038365	0.0044598553	-0.0033482678	-0.1471009713	-0.1687643819	0.0943456418	0.0329124728	0.0521083229	0.0530117588	0.0091559814	0.042862389	0.051772676	-0.0446804251	-0.0032649135	-0.1001216755	0.0024370692	0.0803609795	-0.0193539847	-0.1560926706	-0.1200557857	0.0021296991	-0.006195706	-0.0234498272	0.008378722	-0.0519537152	-0.0133604967	-0.0069525934	0.0686972947	-0.0490067315	0.0044979131	0.0373237778	-0.0092582313	0.0090141289	-0.0620472211	0.0704037291	0.0362403662	-0.155779046	0.0485046761	-0.0029208825	0.0376167012	0.0899594767	-0.070738599	-0.0095431567	-0.0720092153	-0.0264797148	-0.0385291909	0.0412517545	0.0200218695	0.0389382743	0.0496708224	0.0891002905	-0.0737963448	-0.0548389984	0.0405188149	0.0582479334	-0.01920847	-0.068385984	-0.1196250618	0.0292081026	0.0137343005	0.027253165	0.008013238	-0.0418645615	0.0157981591	-0.073971023	-0.0059126567	0.085862948	0.0402651264	0.007582422	-0.0013041784	0.0316406211	-0.0006239728	-0.0325221015	0.0178791919	-0.1017155886	-0.0757074328	0.0496505141	-0.0010051126	0.004940902	-0.0877940042	0.0385831977	-0.0784923953	-0.0006805939	-0.0245874046	0.0093979554	0.1359723684	-0.006591875	0.0249076855	0.0442305451	0.0068869341	-0.1316779701	0.0243917424	-0.031873684	0.0685138742	0.0021843235	-0.0267070274	-0.0015365764	-0.0876232012	-0.0130874983	0.0015092181	-0.1003094472	-0.0093169268	-0.0622043523	-0.0447316409	0.056412635	0.045515791	-0.0813335118	0.0023490444	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	-0.114455	0.002429	5.900041000000003e-06	0.013099947025	-0.000561431	0.059851569	0.0035822103117617	3.15204767761e-07	-0.0444738	0.0150584	0.0002267554105599	0.00197791888644	-0.00219711	-0.0007528999999999	4.8272923521e-06	5.668584099999999e-07	0.00128366	-0.0001252199999999	1.568004839999997e-08	1.6477829956000002e-06	-0.000674244	-6.854999999999947e-06	4.699102499999928e-11	4.5460497153600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
