global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47
5866.854137583304	n/a	n/a	34419977.47167833	5874.01773411801	n/a	n/a	34504084.34073288	4280.214161333957	n/a	18320233.26688375	n/a	4479.9229353406245	6639.234812024427	n/a	n/a	n/a	n/a	-0.0133636638	-0.1855247355	0.0396713275	-0.0251883022	0.0494891938	-0.1699582956	0.3523524813	-0.0764832061	0.1908936551	-0.1121140521	0.1873883905	-0.1784762228	0.2829495465	-0.0915746941	0.0316062498	-0.090255669	0.045751185	-0.020699305	0.0231551738	-0.0035554815	0.0661429525	-0.0519109191	0.0209428878	-0.0073531891	0.0009384126	-0.0543790099	0.0487060775	-0.0472353913	0.0213608976	-0.0266507132	0.042031625	-0.0390085254	0.0111915572	-0.012081963	-0.0644600417	-0.0116904707	0.0778129113	-0.0128052025	0.0343434205	-0.095384589	0.0046640107	-0.0358254446	0.0317154309	-0.0151577037	0.0515008129	-0.0441014481	0.006026135	-0.0158766971	0.0419161268	-0.0365230162	0.0491259189	-0.020337353	6.02192e-05	0.0309768759	-0.0260121966	0.0110036679	0.0595487544	-0.0148205439	0.0072945041	0.0191140712	-0.1024760355	0.0237143607	0.0036973497	0.0226495619	-0.0564827064	0.0591713073	-0.0230950887	-0.0561883805	0.0091219035	0.0489754303	0.0071437385	-0.0122492918	-0.0460089229	0.029029537	-0.0280625897	-0.0218062448	-0.0006299732	0.0094050698	0.0097692849	0.0576857271	-0.0603018284	0.0372046749	-0.0042984618	0.084379849	-0.0387809794	0.136826239	0.0771172118	-0.164868298	0.1768705801	-0.0420994696	0.1497525502	-0.1121498369	0.2494696723	-0.003049308	0.1783591333	-0.0187465643	-0.0450797828	0.0175885675	-0.0062633703	0.0572622682	-0.0897954641	0.0925232397	-0.0927582145	0.0593880936	-0.0850669962	0.0492516484	-0.0567998752	0.0303824555	-0.029062411	-0.0211215786	0.0385891321	-0.0652508493	0.1223902077	-0.0197216758	0.0536088865	-0.0237838267	0.0736352159	-0.0081455674	0.0425286952	-0.0060881259	0.0156611281	-0.0056302282	0.0685836747	-0.0624395543	0.0014534408	-0.0106303604	0.0011331161	0.028984892	-0.0705651268	0.0483607661	0.0384123209	-0.0642661521	0.0262965139	-0.0540273269	-0.0152306815	0.0368035808	-0.0545571632	0.0781138849	-0.0305977291	0.1027170555	-0.0372922545	0.056809109	-0.0355753806	0.0999029489	-0.0118494708	0.0485023465	-0.0852992841	0.1587141153	-0.0570612135	0.0187665325	-0.1164108996	0.0380673619	-0.0268167768	0.0273939967	-0.0016232943	0.0310158768	-0.0070331283	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	-0.0433204	n/a	0.00187665705616	n/a	-0.00109389	n/a	1.1965953320999998e-06	n/a	0.0305268	n/a	0.00093188551824	n/a	-0.00105056	n/a	1.1036763136e-06	n/a	0.000709846	n/a	n/a	5.03881343716e-07	0.000291333	n/a	n/a	8.487491688900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5888.222286601767	21.368149018463555	456.597792475265	34671161.696433745	5919.0921516498765	45.07441753186686	2031.7031158370664	35035651.899723165	4280.49106437835	0.2769030443923839	18322603.752222896	0.0766752959937705	4484.652706140655	6598.718266660868	1.395712	33.318501	0.08801796	0.0446323	-0.0401275821	-0.2517977594	-0.0470781507	0.0203896977	0.1498714372	-0.2028974303	0.4984423403	-0.014451149	0.1197979656	0.0200605148	0.0733804158	-0.1474917978	0.0919186578	0.0527140554	0.0602058479	-0.1097386023	-0.0161285965	0.0871677375	-0.0201669567	0.0205538914	0.0292850823	-0.0624433102	0.0145292836	-0.0046669623	0.0176136679	0.0204960746	0.0265840076	-0.1683662378	-0.0222760436	0.0225626608	0.1002960614	-0.0503129743	-0.0442735007	-0.0233098781	0.0183911636	-0.0554537764	0.0636124274	0.0653841709	-0.0474338318	-0.0586007366	0.0498650106	-0.1052855589	-0.0132579658	-0.0350182874	-0.0735158788	0.0164956447	0.0643083871	0.0100782153	-0.032631353	-0.0347166221	0.097314524	-0.0355578369	-0.007455793	0.0848211957	0.100149479	-0.0710061408	0.1200120047	0.1100281364	-0.0413093381	-0.0711016998	-0.0972021918	0.0718979765	-0.0171089613	-0.1322166095	-0.0755324195	0.0549989285	0.0172136939	-0.072334516	0.0547489519	0.0344386846	0.1005099045	0.057559872	0.0470651389	-0.0115974595	0.0063848721	-0.1487381364	-0.0043947448	-0.117660917	-0.1228088014	0.1412083314	0.0499922305	0.0798449034	0.0854748806	0.0911569647	0.1230499059	0.2121429888	0.0371942959	-0.1856696293	0.2352397612	-0.0921669558	0.232696863	-0.2335177316	0.2855185051	-0.0458040459	0.1831133668	-0.151238704	0.0304756249	0.0985764956	-0.1250100715	-0.1395657129	0.0217714051	-0.145448597	0.0085364825	-0.0209016817	-0.0765818236	0.0365141924	-0.0884896023	0.0088169752	0.1446070677	-0.0027665482	-0.0584126697	0.0181033389	-0.0158866426	0.0043860856	0.0132714149	-0.0617445794	-0.0044016996	0.0610736356	-0.0290668292	-0.0798030803	-0.0135692447	0.0002316185	0.0020222174	-0.0366208758	-0.0438908789	-0.0507853958	0.0007436832	-0.0861034849	0.0153303202	0.024567325	-0.0599107039	-0.0195121088	-0.0619975159	-0.0636970163	0.0985249608	-0.008194706	-0.0797827958	0.0246224369	0.0166218303	0.1629151274	-0.0545824173	0.0859558354	-0.0902292881	0.1218808346	-0.0228738614	-0.0585362338	-0.174108575	0.0610702103	-0.0456295886	0.023854663	-0.1148629413	0.0953932385	-0.0206178258	0.0269525291	0.0426435559	0.0670089449	0.0503760097	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	-0.0216679	0.0216525	0.00046949789041	0.00046883075625	-0.00644975	-0.00535586	4.15992750625e-05	2.86852363396e-05	0.0190503	-0.0114765	0.0003629139300899	0.00013171005225	-0.000396738	0.000653822	1.57401040644e-07	4.274832076840001e-07	0.000425194	-0.000284652	8.1026761104e-08	1.80789937636e-07	0.000239145	-5.218800000000002e-05	2.723587344000002e-09	5.719033102499999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5862.329351495453	-25.89293510631433	670.4440884198049	34366905.4254051	5729.003250411184	-190.0889012386924	36133.79037413336	32821478.243221916	4281.323320140517	0.8322557621677333	18329729.37157902	0.6926496536613947	4453.567192736691	6807.412653158	1.998272	47.702839	0.06377413	0.0342703	0.025118466	-0.151753421	-0.0033054673	-0.0215049705	0.0009080572	-0.0323872796	0.0231328481	-0.0028813907	0.1785413878	-0.0301701972	0.0382630242	-0.0501738302	-0.1284759551	0.0175175747	0.0467200771	-0.0738713015	-0.0440172298	-0.0889738518	-0.0530473405	-0.027695592	0.0383886375	-0.0455576738	-0.0010682041	-0.0091403536	-0.0884725049	-0.0294278793	-0.0585989674	-0.1325222885	-0.0012257246	-0.002556287	-0.1139327591	-0.0461276086	-0.0879275387	-0.0383592556	0.0109780922	-0.0645515488	-0.085411278	0.0826718673	-0.0219779502	0.0839483615	0.1058028637	-0.0158725952	-0.1083635351	0.0318211725	-0.0432457264	-0.0904465208	-0.0339327456	0.0368943056	0.0025420274	0.0273777144	0.0592094674	-0.0241575039	-0.0011505962	-0.0493980881	-0.0696380419	0.0162030314	0.0355776364	0.062445513	0.0659213697	-0.0889539125	0.0990086064	-0.0217931306	-0.0461979109	0.0670518048	0.0965223349	-0.0191763794	-0.0909285147	-0.0564438594	0.0293764592	-0.0872433504	0.0594002138	-0.0277124207	-0.0847521411	0.0547892681	0.02135556	-0.0638799056	0.0233652234	-0.008623379	0.0075621206	0.0907906022	-0.0041686277	0.0421476972	-0.027115239	-0.085310884	-0.0210954045	0.0937184893	-0.0694988926	-0.0681928304	-0.032471912	0.0003060754	-0.0149900718	-0.0140841911	0.0919129864	-0.0809665204	-0.0252992165	-0.0280999395	0.0845787592	0.0452289356	0.023071813	-0.1818610248	0.0486171883	-0.0592205291	-0.0547263035	-0.1215488278	0.0056869156	-0.0376677808	0.0218561511	-0.0580516039	0.0761367893	-0.0171707335	-0.0731813589	0.1213400864	0.002970867	-0.0542900969	0.0555196826	0.0267651694	-0.0378707176	-0.0496707294	-0.070999237	0.0508395723	-0.0127121196	-0.0016815307	-0.1064151132	0.0612794832	0.1046018544	0.026874066	0.078586529	-0.0879010937	-0.0270469741	-0.1108856971	-0.0013063116	0.080224458	0.0876562865	-0.0357862616	-0.0523293828	0.0279855984	-0.056848501	-0.0575937309	0.0089369652	0.093609549	-0.1687797544	0.0279896755	-0.0272581222	0.0637380057	0.0620605217	-0.0562940582	-0.053983966	0.073897303	0.0315175153	-0.0054728258	0.0390334431	-0.001516016	0.0602836344	-0.0904941176	0.0622349792	0.0078370284	-0.0400034264	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	-0.022101	-0.0004330999999999	0.000488454201	1.8757560999999894e-07	-0.0256783	-0.01922855	0.00065937509089	0.0003697371351025	-0.00421753	-0.02326783	1.7787559300899998e-05	0.0005413919129089	-0.000176766	0.000219972	3.1246218756e-08	4.8387680784e-08	0.000511353	8.615899999999999e-05	7.423373280999996e-09	2.61481890609e-07	0.000128383	-0.0001107619999999	1.2268220643999997e-08	1.6482194689000002e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5843.80758830081	-18.521763194643427	343.05571183844785	34150087.12908212	5736.293208521793	7.289958110608495	53.14348925442658	32905059.774133243	4279.633253392545	-1.690066747972196	18315260.78354326	2.8563256126013146	4458.58539238367	6441.850440639233	1.994778	47.619438	0.19447876	0.0999418	-0.0383161762	-0.1902537087	0.1026041307	-0.0634148934	0.0562235533	-0.0743473589	0.0756030834	-0.0923690808	-0.0418835523	0.032442872	0.0694674389	-0.1296398858	-0.1956096975	0.1115467365	0.0500123144	-0.0977510842	0.1165649588	0.0313816304	-0.0263712023	-0.0115383066	0.0938076114	0.0391478881	0.0602782081	0.0176454483	-0.0794340884	-0.0526012032	-0.0191513577	-0.1157872504	0.0208213808	-0.0774860648	0.0142420327	-0.0396886567	0.0335814323	-0.0312374841	-0.0457090691	-0.0468171824	-0.0375990292	0.0202554125	0.0091427214	-0.0290679098	0.0989434337	0.0189340008	-0.0225075121	0.0421101778	0.1139893878	-0.0611588064	-0.0849728436	-0.0619039859	-0.0217697363	-0.0444877871	-0.0314153432	0.0150223556	0.0333449998	-0.0517558058	-0.0451463447	-0.0603074918	0.0411487901	-0.0918563416	0.0670925725	-0.0833917785	-0.0014053042	0.0889543405	0.0728824524	0.0396403235	0.0195321428	0.0788563633	0.0443481425	0.0122930107	0.0071159088	0.1172160407	-0.0113111309	-0.008505633	-0.0011974964	-0.0088065127	0.0194909939	0.1287849441	0.0822971838	-0.1032372401	0.0163961157	0.1012809327	-0.0207857759	0.0614606784	-0.0016466132	0.1001452773	-0.0490247349	0.0685038929	-0.0769067491	-0.136758427	0.0431941112	-0.0997127233	-0.022268995	-0.0518654351	0.0413181926	0.0560387561	-0.0430049351	0.0170441938	-0.050708245	0.0049366882	0.130174011	-0.1908083738	0.0714191499	0.0703087998	-0.0888803254	-0.0028979588	-0.0092400398	-0.0332866101	0.0819676396	-0.12275355	-0.0529737816	0.0332652738	-0.00147474	0.1031068235	-0.0450037651	0.0155947177	-0.0207580213	0.0360627921	0.0395556511	0.0304179236	-0.1029681384	0.0116256385	0.1343868681	0.0516194173	-0.0363491371	0.0513075522	-0.0564513993	0.0666332364	0.0884961656	0.1117393213	-0.1275929084	-0.0290781398	-0.0316233424	0.0366189535	0.0896742236	-0.0648462965	0.0093861447	0.0018046361	0.0073671385	0.1404582123	0.0551917967	0.0942108217	-0.0629582351	0.0857719906	-0.0362387759	0.0986151671	-0.0048227641	-0.0148854476	0.0530083585	0.045687218	0.0242720312	0.0436261622	-0.0706214844	-0.0217663297	0.0112546894	-0.0753265685	0.0206613635	0.0734868208	-0.0016822676	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	0.00153923	0.0236402299999999	2.3692289929e-06	0.0005588604744528	0.0389909	0.0646692	0.00152029028281	0.00418210542864	0.0566683	0.0608858299999999	0.0032112962248899	0.0037070842947888	-0.000477611	-0.000300845	2.28112267321e-07	9.0507714025e-08	0.000425194	-8.615899999999999e-05	7.423373280999996e-09	1.80789937636e-07	0.000647049	0.000518666	2.69014419556e-07	4.1867240840100004e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5823.036443164684	-20.7711451361256	431.440470265994	33907753.41842401	5709.855415553043	-26.437792968749815	698.9568970584774	32602448.86652041	4274.729511815957	-4.90374157658789	18273312.39919029	24.04668144995669	4447.4513965791	6208.6630638391725	1.248792	29.811222	0.16719856	0.0897807999999999	-0.0415067601	-0.0786729311	-0.0874071769	0.0072344468	0.131130683	-0.0198561394	-0.0468943414	0.0305142272	-0.0168584886	0.020531507	0.0292451799	0.0834400209	-0.0841500128	0.012007535	0.0645207283	-0.0348772093	-0.083239855	0.0840661381	0.035701188	-0.041214761	-0.0676090075	-0.0655815303	-0.0086036237	-0.0539664838	0.1188436496	0.0179162673	0.0231088303	-0.1272840586	-0.0169343071	-0.0014211859	-0.0035435	0.0102584125	0.0393697566	0.0481671235	-0.1121693503	-0.0063075022	0.0055943084	-0.0544504379	-0.0086442911	0.0065755597	0.0003438377	0.022729308	-0.0730554917	0.0552951835	-0.0354864027	0.0518060627	0.0854730995	0.0361156046	0.0236908107	-0.0148687131	-0.0706296278	-0.0019749888	0.1135015822	-0.0558454104	0.0213724028	-0.0126672329	0.0036475876	-0.0277156903	-0.0601798778	-0.0073576517	0.1798096846	0.0747490675	-0.0548329604	-0.1017416732	-0.005002125	0.0026344032	-0.0155650515	0.0036716924	-0.126026957	-0.0283768536	0.073497029	0.0275191494	0.0936546005	0.0122104614	-0.0347548395	0.121096473	0.0479284298	-0.0055189687	-0.1283710482	-0.0107523433	-0.047159825	0.0521446862	0.1169549782	-0.0171120373	0.0171976907	0.0081770151	0.0387986673	-0.0045615972	-0.0594286362	0.1005695433	0.0554261638	0.0240892834	-0.0165242729	0.022434033	-0.06176007	0.0129677627	0.0844878208	-0.009969507	0.0590915808	-0.0424503628	-0.0126175767	0.0043920741	0.0452454358	-0.0199116014	0.1322716411	0.018582485	0.1554955606	-0.0381554867	0.0323732879	0.1049275933	0.0101306746	-0.0245146009	-0.1355314609	-0.0266834476	-0.0085868391	-0.0087828881	0.0064346722	-0.0032995943	0.0430376489	-0.026080226	0.112433991	0.078857783	0.0242695709	0.1715136747	-0.0201666894	0.0369257961	0.0293102119	0.0336297333	0.0383339573	-0.0087782302	0.0495519835	0.0138581867	0.0365866302	-0.0464343951	0.0224465236	-0.0340171419	-0.021624582	-0.0454327419	-0.0433093887	0.1184890817	0.027532322	0.002568643	-0.0374709909	0.0546780319	0.0661004567	0.0712446847	-0.0398373369	0.0478065048	-0.022576764	0.058695655	-0.0081165297	0.031981593	0.1122238707	-0.0254437079	0.0580974905	0.1220746859	0.048122898	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	-0.0123975	-0.01393673	0.00015369800625	0.0001942324430929	-0.035389	-0.0743799	0.0012523813209999	0.00553236952401	0.0275083	-0.02916	0.00075670656889	0.0008503055999999	-4.94014e-05	0.0004282096	2.44049832196e-09	1.8336346153216002e-07	0.000552158	0.0001269639999999	1.6119857295999993e-08	3.04878456964e-07	0.000207784	-0.000439265	1.92953740225e-07	4.3174190656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5832.043952128848	9.007508964164115	81.13521773949692	34012736.65956268	5695.3038730982735	-14.551542454769333	211.7473878129543	32436486.206928197	4275.735011148964	1.00549933300681	18281909.88556503	1.0110289086771398	4450.206676745659	6309.045477933867	1.346085	32.133808	0.30049598	0.175302	-0.0332229002	-0.1132281421	-0.0055820615	-0.1429837037	-0.0353618395	-0.0576759252	-0.0702326879	-0.0032298154	0.077292738	0.0170745604	0.0513749606	-0.0686129462	-0.0113185217	-0.0261071111	0.0564079688	-0.0235924363	-0.0496938253	-0.0834480438	-0.0832758799	0.0174760458	0.1608167364	-0.0314414989	0.1198539781	0.057789204	0.0060632092	-0.0245846959	-0.0341499735	0.0002772696	-0.0133845304	-0.0649402003	0.0075598562	-0.12271968	-0.0442384143	0.0294708124	-0.0275207974	0.0120805405	0.0209553578	0.0617891535	0.0395043724	-0.1188489671	-0.0952365945	0.0503760989	-0.0986555487	-0.0130387123	0.0152937538	0.0121257315	-0.0868860872	0.0046742682	0.1459628377	-0.0672402904	0.0105250115	-0.0233443146	0.0391438519	0.0833093444	-0.0070699719	-0.0558875012	-0.1181069462	0.0066914253	-0.0678327948	-0.0444906829	0.0239484463	0.0314666334	0.000390553	0.0432578605	-0.040166809	-0.0797352796	0.0480514198	0.101864204	0.0556976845	0.0547193732	-0.003147835	-0.0367642913	-0.0545098361	0.0136651144	-0.0512438177	0.1366032247	-0.1097279534	-0.0398910182	-0.0168495124	0.0012230814	-0.0017393054	0.0613814047	-0.0377494743	-0.0733833878	-0.0969287178	0.0517424852	-0.0324865256	-0.0879695701	-0.0090803244	-0.0536643697	-0.0555518907	-0.128507069	-0.0656771582	-0.0742846495	-0.0268355586	0.0450940762	-0.0147708039	-0.0377343561	0.1449736389	0.1065542674	-0.0507455491	0.0287868425	0.0573526608	0.0020351576	0.0009662044	0.0102632467	0.0858173764	-0.0255102452	-0.0229892797	0.0736851518	0.1349988245	-0.078090763	-0.0088598481	-0.0106905494	-0.005810514	0.0135206545	0.1339801737	-0.1005406662	-0.0247694166	0.0590152959	-0.0063292742	0.043349273	0.0715918706	0.0200970406	-0.0241027729	-0.0487686964	-0.0723792869	-0.1392152822	0.0431775462	-0.0059238174	0.0516512396	0.1499001341	0.0019355955	-0.0668159568	-0.07422204	0.079704484	0.0917739396	0.0341296544	0.1469777857	0.0795551839	-0.030524228	0.0216883585	-0.0072070928	0.0658421185	-0.0433327319	0.0273636012	-0.0415482052	0.0576048667	-0.0205558091	0.0543266267	-0.077445464	-0.0117659487	-0.1195913359	-0.0577259315	0.0538560122	-0.0900593052	0.0158067023	0.091428372	0.0907052112	0.0895041772	0.0878315976	0.0856962841	-0.0221569	-0.0097594	0.00049092821761	9.524588836e-05	0.107481	0.14287	0.0115521653609999	0.0204118369	0.115621	0.0881127	0.013368215641	0.00776384790129	-0.000591541	-0.0005421396	3.49920754681e-07	2.939153458881601e-07	0.000338485	-0.0002136729999999	4.5656150928999985e-08	1.1457209522500001e-07	0.000647049	0.000439265	1.92953740225e-07	4.1867240840100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
