global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
6739.229897271282	n/a	45417219.6082751	n/a	5826.359577584774	n/a	n/a	33946465.92731383	4060.481905268232	n/a	16487513.30301073	n/a	4103.74699009446	9982.169721401486	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.013406	n/a	n/a	0.000179720836	0.0435255	n/a	n/a	0.00189446915025	-0.0966703	n/a	n/a	0.00934514690209	0.00100916	n/a	1.0184039056000002e-06	n/a	-0.0	n/a	n/a	0.0	7.66802e-05	n/a	5.8798530720400015e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6668.392471663055	-70.83742560822702	44467458.15613251	5017.940866801097	5613.75798417761	-212.60159340716476	45199.43751926539	31514278.70491786	4056.2121996467495	-4.269705621482444	16452857.408563122	18.230386094118785	4091.0852112969087	9892.765116425971	1.793102	39.748699	0.13221182	0.0792823	-0.140520412	0.1040711257	-0.0326702637	0.0135659382	0.0674199291	-0.0736287966	0.0028896415	-0.0168359348	0.0970374019	0.078353823	-0.0342756453	0.0374431228	-0.0699530432	0.0474325132	-0.038942434	0.0273277263	-0.0035453945	0.1815732548	0.0150285883	-0.0672900065	0.0737223665	-0.003899466	0.0231369951	-0.0100181217	0.002634879	-0.0839055625	0.03057635	-0.0035112908	-0.0263913505	0.0573566284	-0.0195024639	0.0357846945	-0.0143248709	0.0189724771	-0.0022815959	0.0011743961	-0.026407084	0.026825604	-0.0006854375	-0.0162503439	0.0328175109	-0.0204459526	0.0223417536	-0.0026066494	0.010626798	-0.023412456	0.0331263909	-0.0049917107	0.0308842391	-0.0094982755	0.0573812291	-0.010278615	0.0053448738	-0.0226642764	0.0003836084	0.0292409041	-0.0153949296	0.0217937891	-0.0614617297	0.0538517739	-0.0395393311	0.0060745932	0.0085468946	-0.0176147906	-0.0242164459	0.0329989577	0.0030407151	0.0077069303	-0.0216576961	-0.0662979564	0.0042866722	0.0262116669	-0.0539660441	-0.0658511399	0.0082533343	0.0665075273	-0.016575156	-0.0193825091	-0.0306931569	0.0281444195	0.0192630351	0.0700576164	-0.0907905873	0.0052555352	0.015124518	0.0251063916	0.0068790664	-0.0372077792	-0.0132123432	-0.0402257288	0.0518388277	0.0139915367	-0.0614233878	-0.06760599	-0.0851006361	0.0750890327	0.0266791244	-0.0922968744	0.0192245458	-0.0142235598	0.0685790851	-0.0230538364	0.06995968	-0.0884993347	0.0350200146	-0.0110907027	0.0409791792	-0.0020176195	-0.0010469511	0.0293796052	-0.0228337824	0.0477518539	-0.0011096201	0.0566522987	-0.0089762596	0.0338711244	-0.0100021326	0.0069214518	-0.0044571183	0.0537559378	0.0034826002	-0.0225669648	-0.0061224429	0.0488513111	-0.0415410809	0.0396771563	-0.0183630155	0.0334474917	-0.0604140937	0.0054401556	-0.0264646272	0.0157053108	-0.0110183077	0.0647203022	-0.0443331231	0.0728215215	-0.0336226546	0.0742139555	-0.0376001233	0.0162788275	0.045791086	-0.0018690012	-0.0041216315	-0.005031562	0.0512351293	-0.0135169814	-0.0177406187	-0.0184308374	0.0248362509	0.0398977719	-0.0505081878	0.0042613185	0.0155569269	0.0841194634	-0.024528596	0.0326465149	0.028820885	-0.0192348887	-0.0787367368	0.0090777559	0.0323369572	0.063128163	0.001083812	-0.0523797738	-0.1062166999	0.0273772955	0.0436566888	0.0744813983	-0.0233929937	-0.0063851062	0.1220530156	-0.0305327824	0.0415981866	-0.0736432907	0.0156507782	-0.0353334705	0.0210687363	-0.1097697057	0.012495457	-0.0317494289	0.1160861446	-0.0499232445	0.0106984535	-0.0693132325	0.1272587786	-0.0771239364	0.05960238	-0.0726491562	-0.0275066985	-0.0448875343	0.0238106477	-0.0109063574	0.0565613687	-0.0214813437	0.0918610248	0.0918549718	0.0918448838	0.0918307613	0.0918126049	0.0	-0.0134856	-7.960000000000085e-05	6.336160000000136e-09	0.00018186140736	0.0213325	-0.022193	0.000492529249	0.00045507555625	-0.0441478	0.0525225	0.00275861300625	0.00194902824484	0.0	-0.00100916	0.0	1.0184039056000002e-06	-0.0	0.0	0.0	0.0	-6.24942e-05	-0.0001391744	3.905525033640001e-09	1.9369513615360007e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6669.380649653375	0.9881779903198548	44480638.24997088	0.9764957405525873	5642.281783473238	28.523799295628123	813.6071262572755	31835343.72411394	4055.16532022838	-1.0468794183693717	16444365.77438294	1.095956516605394	4089.110529601866	9624.594666546687	1.313857	29.125006	0.04464958	0.02475	-0.028010961	0.0246295506	-0.0259721899	0.037505584	0.0770076616	-0.0501526284	0.1210792025	-0.035909492	0.0977384993	0.0610011277	0.0649690667	0.0202606921	-0.1157841571	0.0721761133	-0.050978186	-0.0746178033	-0.029066975	0.181716542	0.0072208459	-0.0453251435	0.0256869492	-0.0174543126	0.0188182328	0.0746827072	0.0720214815	-0.0561944797	0.0182741779	0.0158399838	-0.0403206503	0.0355676137	0.0615023342	0.0178490006	0.0218748881	-0.0932720283	0.1336104802	0.0399435311	-0.0621832369	0.0324462219	0.0254576032	0.0487695215	-0.0215854432	-0.0216074059	-0.084621082	-0.0292443833	0.0044841848	-0.0689166253	0.0716759226	0.0093156989	0.0723827105	-0.013151942	0.06045382	0.067683646	-0.0626151555	-0.103940154	0.086035332	0.0274078581	-0.0325976568	-0.0139330212	-0.1456193587	0.08360088	-0.0464328182	-0.0281630706	0.1249651191	0.0415181191	0.0888935579	-0.0691626306	0.028753307	0.0120492767	-0.0254601313	-0.113235054	-0.0862111752	0.002096057	-0.073458225	-0.1413947163	0.0942112784	0.121248228	-0.0259752825	-0.0939972823	-0.0159007898	-0.0258154303	-0.0305397902	-0.0323996082	0.0135926558	0.0076412548	0.1341613052	0.0033712009	-0.1292033153	0.0349012341	-0.0145311344	0.0087226379	-0.0206934185	-0.0401039493	0.0004162065	0.0882525913	-0.1046362522	0.0085031372	0.0166851908	-0.0178125996	0.0285690425	-0.0915562457	0.0866316838	0.0364224191	-0.0117967707	-0.0816740774	-0.0486318344	-0.0019980454	-0.0330215596	-0.0090134485	0.0196318584	-0.033090566	-0.0547262871	0.1364092367	-0.0292493573	0.0291447094	-0.0337839736	0.1290747059	-0.006861182	-0.0377370511	0.0635540557	0.1223304342	-0.0655832527	0.0141811353	-0.1135541229	0.0816286268	0.0466447478	0.0677186509	-0.0524320995	0.0891044459	-0.1102404946	-0.0316580965	-0.0342292545	-0.0097291435	0.0118308084	0.1367702215	-0.0461477673	0.0122684326	-0.1058296412	0.1279236336	-0.0560300625	0.0655560688	0.0091727941	0.0471702038	0.0735512426	0.1016938729	0.1930677156	0.0437614721	-0.1047896124	-0.0124856658	0.0431260104	0.0582725335	-0.0301945604	-0.0171238985	-0.0022617513	0.0777843614	0.0241244322	0.1171317042	0.0072075096	0.0390415806	-0.0960625161	0.0449495936	0.0031694687	-0.0372333089	0.0589153669	-0.0235058767	-0.0773499773	0.0341519761	-0.0772844614	-0.0933129267	-0.0130577135	0.0899348044	0.0352980217	-0.023550918	-0.0105276156	-0.0391095447	0.0108824189	-0.0366361627	0.0555819111	0.0609346984	0.058558121	-0.0438816726	0.0135036873	-0.0453633282	0.0057705934	0.011640371	-0.0028074441	0.0246277727	0.0327261585	0.0194238522	0.0650399919	0.03629369	-0.0495119468	-0.0396575987	0.0495251731	-0.0089439314	0.0918448838	0.0917904153	0.0916996582	0.0915726486	0.0914094366	0.0	0.00619153	0.01967713	0.0003871894450369	3.83350437409e-05	0.0274346	0.0061020999999999	3.723562440999999e-05	0.00075265727716	-0.0315503	0.0125974999999999	0.0001586970062499	0.00099542143009	0.0	0.0	0.0	0.0	-6.29628e-05	-6.29628e-05	3.96431418384e-09	3.96431418384e-09	0.0	6.24942e-05	0.0	3.905525033640001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6667.481766546779	-1.8988831065962584	44455313.10723376	3.605757052516658	5581.83273016747	-60.44905330576785	3654.088045563563	31156856.62756883	4056.563461492091	1.3981412637108406	16455707.117112694	1.9547989932909464	4087.8003761467608	9697.328891985462	1.131461	25.08172	0.06182819	0.0313867	-0.0619656214	0.0511277124	-0.0282018828	0.0327589128	-0.0603867226	-0.0948195724	0.0428148387	-0.0461437592	0.0520615416	0.008974236	-0.0065272943	0.0341383994	-0.0188341766	-0.0317763534	-0.0501678621	-0.0467486332	0.0693703783	0.0958551023	0.0038477259	-0.0772009868	0.0170026164	0.0511403034	0.0198569982	0.0829475204	0.0773095718	0.0298679032	-0.0163819015	-0.06243641	0.0729921262	0.0729532471	-0.0094977568	-0.0498029652	0.0306765607	-0.0232442941	-0.0155296905	0.0001909412	0.0278238983	-0.052414494	0.1389606509	0.1529376949	-0.0370933381	-0.0470230491	-0.020644061	0.1031957025	0.0510682873	0.0438831287	0.0704350489	0.0066095948	-0.0029727724	0.0555211814	-0.0388036077	-0.0372686788	0.0070028425	0.0818929807	0.1159141956	-0.0002879723	-0.0251806622	-0.005090521	0.0467849842	-0.0204613515	-0.0172952733	0.0279175916	0.0400315607	-0.068197622	0.0288291364	-0.0849880674	-0.039031042	-0.1086953848	0.0244983376	0.0872330724	-0.0399425144	0.0259938247	0.0392151817	-0.0432820627	-0.0472453993	0.0906446444	0.0780057728	0.0745388072	0.0037911657	0.0192040809	-0.0293545645	-0.0829943166	0.1814276681	-0.0250214884	-0.1500726354	0.0407185626	0.0705231557	0.0992970406	-0.0960159838	0.1223506332	-0.079182351	0.0135221513	0.1620267595	0.0972451027	-0.0084816408	-0.0260916569	0.0010607755	-0.0673177874	0.0582968116	0.0080336248	0.041194614	0.0823664582	-0.0384377429	-0.0313283656	-0.0113725198	-0.0927444654	0.0049703914	-0.0041202907	0.0583535423	0.1483364073	0.0331356168	0.0343544106	-0.0072623232	0.0157408303	-0.0331031829	0.1148067018	0.0911474542	-0.0112069688	0.0026201552	0.0822367776	-0.0471491381	0.0845343462	-0.0097176552	-0.081449047	-0.0307919862	0.0723475691	0.0684600351	-0.0335531175	0.0465232391	-0.1352663397	0.017378224	0.0395687665	0.0379044204	-0.0103480484	-0.0678198789	-0.1338362425	0.0621779894	0.0447905214	-0.0558090567	-0.0375805086	-0.0569381572	-0.0246594398	-0.0749656701	-0.0438381797	-0.0238117179	0.1048282127	0.0573735291	0.0357318333	-0.078657763	0.0283244465	-0.0952954504	0.0259276937	-0.0133938284	-0.0828898368	0.0490475697	0.0623718081	-0.0102180502	-0.0137288348	0.0690460165	0.117605485	-0.0017466576	-0.0802367051	0.0332831275	-0.0653427077	0.1462700375	-0.0385635335	0.0234396084	-0.0089144597	-0.0154310207	0.0157669572	0.0620524757	-0.0081158514	0.0384717515	-0.0045249016	0.0259855252	-0.0592845352	0.0944084174	0.0488294098	-0.0459417759	0.0080808235	-0.0075171056	-0.0589142981	0.0097892921	-0.0150220833	0.030893069	-0.0642442308	0.0350709282	-0.0570276975	0.062623477	-0.0092952122	0.0284235276	-0.1407884702	0.0784591599	-0.011138038	0.0918126049	0.0916613475	0.0914094366	0.0910571485	0.0906048703	0.0	-0.00352147	-0.009713	9.4342369e-05	1.24007509609e-05	0.0518267	0.0243921	0.00059497454241	0.00268600683289	-0.0281366	0.0034137	1.1653347690000014e-05	0.00079166825956	-0.000251712	-0.000251712	6.335893094400001e-08	6.335893094400001e-08	-0.0	6.29628e-05	3.96431418384e-09	0.0	-0.000171513	-0.000171513	2.9416709169e-08	2.9416709169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6674.046566765157	6.564800218377968	44542897.57534978	43.096601907215415	5571.200388027759	-10.632342139711	113.04669937587428	31038273.763560653	4058.794726336444	2.2312648443530634	16473814.63053653	4.9785428056459	4088.549599254178	9747.350350163331	1.015654	22.514559	0.04676931	0.0263943	-0.062706275	-0.0261885427	-0.0272790053	0.049275726	-0.0270038234	-0.0686319059	-0.0366033678	-0.0576541653	-0.0312296214	-0.0087419691	-0.0697629426	0.0984446288	0.0319053485	0.0097870037	0.0894337928	-0.0161567206	-0.0094951773	0.0249066986	0.0265785949	-0.0828546538	0.0123748578	0.0731623873	0.0054852793	-0.0664756217	-0.0544134993	0.0284117069	-0.107275697	0.0239479288	-0.063879488	0.0980941531	-5.2522e-06	0.0243028706	-0.1034059876	0.0287723574	-0.0884533111	0.0061621774	-0.0611536084	-0.0286863285	-0.1217814014	0.0310242966	-0.078684246	-0.0855142218	0.1253025794	0.0417136377	-0.0125982095	0.0688208535	0.1110450517	-0.0459988435	0.0081011947	-0.0087356819	-0.0060586711	-0.0805005079	0.0391708751	0.1048733908	-0.0923840331	-0.0161460457	-0.003917843	0.0184875285	-0.0361527904	0.0312591062	-0.0058948908	0.009599164	0.0894819238	-0.0053984124	0.1440958419	-0.0195246293	-0.0278225581	-0.0058609227	-0.0140481151	-0.055776458	-0.0725957316	0.0247363636	0.097332435	-0.0007282939	0.0423095711	0.0578216205	-0.0166797078	0.0471331099	-0.0927281337	0.0004837934	0.0253449781	0.0258901713	-0.0783778819	0.0018332153	-0.2396165674	-0.0313735718	-0.0907018092	-0.0064586361	0.0151565547	0.0758738342	0.0757517069	0.0338424925	-0.0180925345	-0.0168058015	-0.0369917431	0.0651590119	0.0233889718	-0.0528797793	0.0610464545	0.0735100114	-0.039333728	0.0031331954	0.0056793077	0.0481043857	-0.0510994385	0.0013174227	0.156326547	-0.0666508022	0.0479982975	0.0190532246	-0.0714349156	-0.0425482339	0.0214296178	0.1198543811	-0.0681937555	0.0214012242	-0.0574480558	0.0922384798	0.037163784	0.0345623528	0.0464861062	-0.0230602835	0.0724083432	0.0491203493	-0.067422523	0.0398593028	-0.0228687851	-0.0447869307	0.0946702781	-0.0868237424	-0.0035161196	0.0013840994	0.0453920681	0.0933221626	-0.0856494015	0.0289551784	0.0268757453	-0.0735794219	-0.0305037305	-0.1868638463	-0.0081023472	-0.067107785	0.0206494957	-0.0091202041	0.031236225	0.1158242374	0.0747934382	0.0524977647	0.0607432013	-0.023985466	-0.0087112038	0.0704485426	-0.0184847144	0.0444494077	0.0248358465	0.0497494879	-0.0460796557	-0.0491642602	0.0361611312	-0.0455235075	0.0172538508	0.1194373056	0.059882059	-0.031578988	0.0829102329	0.1459682473	0.0190890137	-0.0272639823	0.0429434657	0.0509881107	0.0300298866	-0.0349104862	0.0184730901	-0.0354331223	-0.0036390106	-0.052492459	0.0042888464	-0.0556388439	-0.0313350483	0.0753129478	-0.0349344571	-0.0072843911	-0.0063203667	0.0224602925	0.0224548367	-0.0333332669	-0.0139403821	-0.0639601613	0.0818237361	-0.0096007036	-0.04593734	-0.0331893656	0.0369930785	0.0270938814	0.0917641935	0.0914678594	0.0909746778	0.0902857102	0.0894024392	0.0	0.00572918	0.00925065	8.557452542250001e-05	3.28235034724e-05	0.0455902	-0.0062365	3.889393225000007e-05	0.00207846633604	-0.00611704	0.02201956	0.0004848610225936	3.74181783616e-05	-0.000265451	-1.3738999999999971e-05	7.0464233401e-08	1.887601209999992e-10	-0.0	0.0	0.0	0.0	0.0	0.000171513	0.0	2.9416709169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6665.310967925442	-8.73559883971484	44426370.2991472	76.31068708842724	5587.411658883602	16.211270855843395	262.80530276151745	31219169.04582841	4060.127254019415	1.3325276829709765	16484633.318831235	1.7756300258839992	4090.067150184452	9748.002326540623	0.989671	21.938589	0.015725025	0.0083856399999999	-0.0662031873	-0.0293386742	-0.0326907962	0.0342687834	0.0193139409	-0.0062132348	-0.1555021663	-0.0005074421	0.0064150534	0.020954734	-0.0630531503	0.0484876531	-0.1183965808	-0.0047060097	0.1011721901	0.0420599544	-0.0365159589	-0.0192104471	0.0429274206	-0.0395280608	0.0196626694	0.0097110185	-0.0347732276	-0.0498323941	-0.0939954347	-0.0583935483	-0.0508285168	-0.0177242249	0.02652699	0.0853925535	0.0267756136	0.0400687007	0.0345654311	0.0152570162	0.068190273	0.0008802201	-0.0429183953	0.0267317519	0.0374209678	-0.0180397897	0.0366958528	0.0002798718	0.0114327745	-0.1023010614	-0.0008233598	0.030344436	-0.0956567889	0.014463448	0.0041488902	0.1767304976	0.0187661959	-0.1339390624	-0.0812310145	-0.0892295841	-0.0331797941	-0.0260315349	-0.0415885381	-0.0208611492	0.12770666	-0.0707242972	-0.0458742167	-0.1102105483	0.0317703424	-0.060230105	0.1446794285	0.0259608629	-0.0683486636	0.1473211125	0.0051702981	-0.0801966528	0.0202633683	-0.0229206819	0.0297305723	0.0268098276	-0.0093583009	0.0727694474	-0.0409876077	-0.0249818376	0.0472060792	-0.1355924964	-0.0549604932	-0.0405973949	-0.1389351106	-0.0520388126	-0.1272391236	-0.1633539314	-0.0135471812	0.0432902589	-0.024675056	-0.0666666513	-0.0291449815	0.03073884	0.059726218	-0.0267978912	0.0234692018	0.0107620079	0.0373395141	-0.048492064	0.008559777	0.0036267702	-0.0892080473	-0.0450442763	0.0718473342	0.0291333033	0.0066477774	-0.0055853216	0.0376541328	0.0617461492	0.0767773639	-0.0310695896	-0.0891510945	-0.0142595849	-0.0260991379	-0.0397653702	0.0335814701	0.0134158101	0.0418704896	0.0825588802	-0.0072997668	0.0050589366	-0.0342865664	0.0132697414	-0.0402538615	0.0677798463	-0.0260556653	-0.0530790532	0.0581297305	0.0601085611	-0.0852765726	-0.058733312	0.1237903605	0.0537417221	0.0066473347	-0.0050845146	0.098534196	0.0541449908	-0.0651984577	-0.0861188049	0.0181616939	-0.017230195	-0.2059439992	-0.0682487441	0.012036954	-0.0961269557	0.0859292219	-0.0332119012	-0.0607417303	0.1896051708	0.0147073983	-0.0051501547	0.0583209931	0.0288841264	0.0610690336	0.1231573553	0.0030810416	-0.0723901673	0.022414792	0.0549161179	0.1271795714	-0.0807453999	0.1168021111	0.0579941003	-0.02108217	-0.0350166375	0.1432022671	0.127391835	0.0705716612	-0.078554228	2.76972e-05	-0.0191528521	0.0546634849	-0.011749811	0.0005314975	-0.0057331746	-0.0289418538	-0.0578875614	-0.0252260673	-0.0296252523	0.0686901725	0.0413701525	0.0006725484	0.0602949304	-0.0408288836	-0.0123898649	0.0588605007	0.0484205437	0.0111752444	0.0284280205	0.0934348605	0.0328422876	-0.0593009835	-0.0342436166	0.083947543	0.0441033443	0.0916996582	0.0912100867	0.0903960694	0.0892605018	0.0878074234	0.0	0.00910214	0.0033729599999999	1.1376859161599996e-05	8.28489525796e-05	0.0455929	2.7000000000013125e-06	7.290000000007087e-12	0.0020787125304099	-0.00592924	0.0001878	3.5268840000000045e-08	3.5155886977599995e-05	-0.000379835	-0.000114384	1.4427462722500005e-07	1.3083699456000008e-08	6.3427e-05	6.3427e-05	4.022984329e-09	4.022984329e-09	6.54203e-05	6.54203e-05	4.27981565209e-09	4.27981565209e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
