global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
5893.838232758101	n/a	n/a	34737329.113921136	5938.102293577488	n/a	n/a	35261058.848990224	4117.708703815457	n/a	n/a	16955524.969477568	4098.002928774177	6328.657909369865	n/a	n/a	n/a	n/a	-0.0794209804	0.0345482443	-2.79768e-05	0.0212339097	-0.0301804565	-0.0469494573	0.0431761349	-0.1867257874	-0.1159690877	0.0162083237	0.3039150928	0.2957077706	-0.0214272801	-0.017732958	-0.0408988921	-0.110691477	0.0056050472	0.0959709149	-0.0304904098	0.0133015461	-0.0287845812	0.0648087618	-0.0691255969	-0.0507393507	0.0063716159	-0.0410481172	0.0121890113	-0.0329672933	0.0574712083	-0.0210393968	0.0395271619	-0.0130037463	0.003826836	-0.0292112615	-0.0012131186	0.0276344912	-0.0618472292	0.0076734553	-0.0176592772	0.0321217054	-0.0149529439	0.0103648028	-0.0130013596	0.0299194151	-0.0110071966	0.0067466666	-0.0035038411	0.0147555959	-0.0308187492	0.0431564359	-0.0026880595	0.0336702436	-0.0183213471	-0.0193139767	1.22446e-05	0.0266842385	-0.0594854709	0.0519292226	-0.0054653694	-0.0456298408	0.0671694218	-0.0553619997	-0.0021930417	0.0239841255	0.0065887651	-0.0326889126	-0.0029890357	-0.0398637838	0.0298987987	-0.0157135616	-0.0030176125	-0.0260681494	0.0166396354	0.0068382281	-0.0056180633	-0.0167956726	0.0279423561	0.019680461	0.039892761	-0.0439700301	0.0204491342	0.0082657643	0.0096711414	-0.0046170409	-0.0368688009	0.0253746319	0.0061664968	0.0012129524	0.0013738196	-0.037190338	-0.0527739121	0.0369984841	0.0119200468	0.0801705829	-0.0382226149	-0.0830994261	0.0160248068	-0.0713623601	0.0010898616	-0.0240042377	0.0896706906	-0.0102069582	0.0202234681	-0.0538272355	0.0886573382	-0.0156571108	0.1305497127	-0.0227064648	0.0041531253	-0.0893573487	0.0749694338	-0.0075845258	0.1007050479	-0.0213653087	0.0388286307	-0.0663246451	0.0146526341	0.0798992619	0.0105341026	-0.0455292593	0.0490256501	-0.0154031373	0.0349259746	-0.0248007884	0.038872161	-0.0657259949	0.0195074552	-0.0073703778	0.0520973458	-0.0074621212	0.0037775648	-0.0066316095	0.07280292	-0.0500306143	0.0262260524	-0.0403570333	-0.0185572066	0.0368492837	-0.0438002124	-0.0344727038	-0.0578381919	0.0451918147	0.0561341449	-0.0895304365	0.0752378795	-0.0452628966	0.0566727271	0.0097433344	0.0750894182	-0.0019567606	-0.0399478741	0.0414136536	0.0232665082	-0.0461019929	-0.0360224264	-0.0428391714	0.0409012809	0.001895386	0.0241551041	-0.0209132142	-0.034779686	0.033407937	0.0089554008	-0.0073809683	-0.0060265153	-0.1053523863	0.0157266021	0.0263523113	-0.0443941554	0.0094884505	-0.0837368203	0.0079370476	0.0141450038	-0.0203690084	0.0132353964	-0.0058332014	0.0791939423	-0.0335317691	0.0556680487	-0.0509713919	0.0570198577	-0.0039338169	0.0170515774	-0.0609736071	0.0328282233	-0.1150105683	0.1862920717	0.1992220821	-0.0380575171	0.0774021151	-0.0880591331	0.0533881567	-0.1059365308	0.0916678532	0.0916618636	0.0916518812	0.0916379066	0.0916199402	-0.0584935	n/a	0.0034214895422499	n/a	-0.0179137	n/a	0.00032090064769	n/a	0.00656284	n/a	4.3070868865600005e-05	n/a	-0.000611062	n/a	n/a	3.73396767844e-07	4.1166200000000003e-23	n/a	n/a	1.6946560224400002e-45	-0.000379691	n/a	n/a	1.44165255481e-07	0.0	0.0	0.0	0.0	0.0
5909.086554938123	15.248322180022114	232.5113293057544	34917303.9137505	6032.8292784837895	94.72698490630135	8973.201669438648	36395029.10333124	4120.6400206590615	2.931316843604691	8.592618437600567	16979674.179857112	4102.050012914594	6497.435340782874	1.244765	24.610258	0.0791308569	0.0413305	-0.1652085183	0.0852304042	0.0194832744	0.0425453376	-0.0381977369	-0.1141716135	0.0489152681	-0.3601437427	-0.2006224318	0.1004261416	0.2060851838	0.4272544514	-0.0471953127	-0.1349345775	-0.0068134859	-0.0687782409	0.1349730226	0.1652567545	0.0026037775	0.0122891854	-0.0251149506	0.034923872	-0.0479242778	-0.043706783	-0.0210252975	-0.0324222855	0.1159583829	0.03030805	0.0281447777	-0.1198525721	0.1693748316	-0.0706903084	-0.0217144649	-0.0101909476	0.0118040872	0.0625779379	-0.0569593717	-0.0479349651	-0.0025287769	0.0026880411	-0.0114975112	0.1014628849	-0.0383006606	0.0209490224	0.0317031414	-0.0438909822	0.0445778366	0.0032912277	-0.1249489549	0.0114461422	0.0249790258	-0.0055015792	0.099501772	0.0805403754	0.0964747075	0.0113833218	-0.1101016288	-0.0543265572	-0.0161364569	-0.0947717147	0.0202813336	-0.0610178475	-0.0099154506	-0.0030350782	-0.0262866835	-0.0695588666	-0.0118583852	0.0068906555	-0.0483795924	-0.0373852195	0.0514198786	-0.0555018643	-0.0707448638	0.0055497154	-0.1003918508	-0.0788533247	-0.0119517937	0.0659279901	-0.1029265385	0.0371590359	-0.0021488652	-0.0154919994	-0.0542231591	0.0174306688	-0.004651119	0.0278942987	0.0391129267	-0.0147693334	-0.0506775752	-0.0724347879	0.0317102686	0.0123218358	-0.0377033118	0.055047735	-0.1148505872	-0.1645498975	-0.0026390711	-0.115100746	-0.0156879842	-0.0019481003	0.0519077683	0.0754245172	-0.0718662196	0.0018733541	0.1610072234	0.0199902802	0.2546175477	-0.1052415017	-0.0342195741	-0.2380422995	0.1007760491	-0.1047328985	0.0864719616	-0.0135403325	0.1119565733	-0.0980689749	0.0716557796	0.0166265567	0.0484947126	0.019900773	0.1473141146	-0.0112095004	0.0261678648	-0.0810616225	0.0965609222	-0.1273639038	0.0178120122	-0.0516846432	-0.0044934877	-0.084114891	-0.0473190517	-0.0293081272	0.1933751036	-0.0455445926	0.0367404422	0.03183635	-0.0378311927	0.0917126466	-0.0861373271	-0.0110402466	-0.0405932623	0.0733808263	-0.0010823689	-0.0145293279	0.0002787552	0.0290021216	0.0606772766	-0.0282633307	0.0784972036	-0.0578872256	0.008533299	0.0072617328	-0.0099194825	-0.0578166685	-0.0463072532	-0.0078017425	-0.0514749694	0.0087097457	-0.0078801398	-0.053850203	0.0170089186	-0.0394393822	0.030687385	-0.0114777226	-0.0236150006	-0.0086436638	-0.0100724937	0.1140135015	-0.0437730558	0.1012621584	0.0061398426	-0.0396255428	0.0150189794	-0.0576223092	-0.0123273471	-0.0772239047	0.1808014004	0.0089822945	0.1286184	-0.1112695399	-0.0412732112	-0.1306762255	0.0714998667	-0.0157465813	-0.0758234265	-0.0211017615	0.1063327864	0.0811084423	-0.1072440403	0.0404335771	0.1132489003	-0.0287953752	-0.0309445635	0.0916518812	0.0915979829	0.0915081759	0.0913824953	0.0912209905	-0.0639291	-0.0054356	0.00408692982681	2.954574736000006e-05	-0.0221855	-0.0042717999999999	0.00049219641025	1.8248275239999997e-05	4.80831e-05	-0.0065147569	2.31198450561e-09	4.244205746609762e-05	0.0	0.000611062	3.73396767844e-07	0.0	-0.000397886	-0.000397886	1.58313268996e-07	1.58313268996e-07	-0.000628917	-0.000249226	6.2113599076e-08	3.95536592889e-07	0.0	0.0	0.0	0.0	0.0
5857.003298396313	-52.08325654181044	2712.6656120000403	34304487.63742529	5865.623352050781	-167.20592643300824	27957.821834320566	34405537.30812344	4109.088321723358	-11.551698935703826	133.4417483011409	16884606.83572328	4086.6564560225215	6163.654079659995	1.687875	33.370991	0.1512897669	0.0816637999999999	-0.0093448002	0.0769595411	0.006846879	0.1024530164	0.0080812169	-0.0851015601	-0.0503372458	-0.1466211523	0.0386621402	-0.0544334754	0.0328634618	0.143073266	-0.0425870541	-0.0237082392	0.0228906476	-0.0364155672	-0.0049780926	0.0393443637	0.0731355042	-0.0435124652	-0.0211474788	-0.0514341204	-0.1111151813	-0.0780310988	0.0520721869	-0.0781796048	0.0590470835	0.0709609983	0.065674169	0.0291040279	0.0770879644	-0.0554999363	0.0323205731	-0.0669144233	-0.0854826906	0.0385228107	-0.0610109911	0.0197519702	0.018471762	0.0520340446	0.068091263	0.0106573228	-0.0787901922	-0.0246673501	0.0646676984	-0.0779885822	-0.13484764	-0.0115663854	-0.0427562	0.0566931094	-0.0640422318	-0.0061485294	0.0739491884	-0.0046605642	0.0683025079	-0.0562596296	-0.0544083649	-0.0271986492	0.0406453863	0.0845389544	-0.0106186952	0.0044748264	0.1120509875	0.0418134249	0.0400363463	-0.0685307403	0.0898708952	-0.0409725658	0.0321339457	0.0940988957	-0.0038581544	-0.1642905857	-0.0757469281	-0.0256103214	-0.0930150777	-0.0737145338	-0.0328787202	0.0925513763	0.00071871	0.0463147772	-0.0610789271	-0.0794966837	0.1480314561	0.093445556	-0.014395539	-0.0738084397	-0.0828860253	-0.0535518918	-0.0898388212	0.0824375986	0.0258291645	-0.0477790102	-0.0282559326	0.1188662378	0.0628964032	-0.0823371678	-0.0654292433	0.0010119753	-0.0564270636	0.0953973635	0.0167855599	-0.0162977818	-0.0131095212	-0.0294808071	0.0995817907	-0.1099523684	0.1376368879	-0.0378102976	0.0182491871	-0.0447178264	0.1113438242	-0.0778206482	0.0806597622	-0.0927286514	-0.0142048699	0.0028967439	0.0327212702	0.0313339312	0.0028592763	0.0225216868	-0.0611334215	-0.0327343685	0.0623382662	-0.1170184172	-0.0121455815	-0.0689514526	0.0163339234	-0.0089461317	0.0957076041	-0.1575132977	0.0129933949	-0.0365479016	0.0815470084	-0.0254124198	-0.0652500716	-0.0148160288	-0.0834069333	-0.0625539291	0.0546486322	-0.0013259699	-0.1312180989	0.0750300912	-0.0631089959	-0.0433064138	-0.0227057467	0.0415313245	-0.1005817908	0.0538856855	-0.0795170568	0.0926962899	-0.0903878051	-0.1020672098	0.0858071431	0.0731670955	-0.004748085	-0.015767526	-0.0477232644	0.0012290793	-0.006405149	0.1194658941	-0.1047284233	0.0141909754	-0.0036462127	-0.0304408901	-0.0823840173	0.1172518395	0.0702396025	-0.0229831801	0.0293323392	0.0314785057	0.091304414	0.0702721865	0.0576494543	-0.0607850446	-0.0308216017	-0.1584768334	0.0694104579	-0.0348160166	0.1290327231	0.0017430519	0.0241919132	-0.051875887	0.0766908925	-0.0353982163	0.0012544897	-0.0080298213	0.1133910884	0.0533251644	-0.0204505895	0.108501607	-0.0590532721	-0.0827549172	-0.1430174932	0.0916199402	0.0914702662	0.0912209905	0.0908723846	0.0904248282	-0.0564701	0.007459	0.00318887219401	5.5636681e-05	0.0131488	0.0353343	0.00017289094144	0.00124851275649	0.03736	0.0373119169	0.0013957695999999	0.0013921791427525	-0.00105998	-0.00105998	1.1235576004000002e-06	1.1235576004000002e-06	-0.0004696	-7.171399999999996e-05	5.142897795999994e-09	2.2052416000000002e-07	-0.00033692	0.000291997	8.5262248009e-08	1.135150864e-07	1.0	0.0	0.0	0.0	0.0
5856.348141139436	-0.6551572568769188	0.429231031238489	34296813.55022733	5823.952152739537	-41.67119931124398	1736.4888520374209	33918418.677399494	4104.006762088786	-5.081559634571931	25.82224831971082	16842871.50327048	4077.6989379714846	6107.972191977662	1.504733	29.750074	0.1320502	0.0696646	-0.0005321409	0.0399538114	0.0022786606	0.0141813229	0.1345969074	0.0265426216	-0.0738698556	-0.0376097897	-0.059350667	-0.0047735584	0.050071188	0.0785468037	-0.0476394412	0.0773677691	0.1775952442	-0.1076599345	-0.0072224808	-0.0394147209	-0.0476412831	-0.0186156777	0.0133614543	0.0593874827	-0.1090360408	0.1175574751	0.1258714136	-0.0436993397	-0.0449981845	0.1336929345	-0.1215039144	-0.025877829	0.1911399186	0.2539323533	-0.0324752164	-0.0221607302	0.0265087746	0.0032964739	0.0777048035	0.0276415479	0.0782873377	0.0752726901	0.0220202842	-0.1043103581	0.0986810561	-0.0777342543	0.0480218083	0.0132292058	-0.0103064019	0.1525673989	-0.0064031203	0.0602092611	0.0516097222	0.0012816801	0.0056983106	-0.0414944122	-0.0038471764	0.0552682662	-0.0250900484	-0.0589402079	0.0207753163	0.0614978678	0.0013966072	0.0667112411	-0.0003067248	-0.0650790052	-0.0275985102	0.0485249345	-0.0566684367	0.0798599846	-0.0432744659	-0.0874489577	-0.0344414292	0.0047143774	-0.0136723981	0.1029068479	-0.0117498487	-0.0395439867	-0.0749478826	0.0408012944	-0.0297387807	-0.0660458766	-0.0127312781	0.0779113155	0.0995099387	0.0568626602	-0.1133038292	-0.0336490899	-0.0418701875	-0.0077168018	0.0245340586	0.0827639232	-0.0605398172	-0.0674646135	0.0084856993	-0.0320590054	0.0617964898	0.0161837567	0.0173318301	0.0427400551	0.0327591572	-0.0137915196	0.0870681038	-0.0709831069	-0.1192445582	0.0980938887	-0.0632129704	0.0745274178	-0.0907487268	-0.1434795766	-0.2190459612	-0.036243669	0.2568640646	-0.1646668159	0.0464003212	0.0771945824	-0.019143958	-0.0209963502	0.0145406817	0.024059383	-0.0870899863	0.1252818714	0.0435515676	0.0519053579	0.0886223161	0.1407474421	-0.1240715009	-0.0489616904	0.0612898121	-0.0590291436	-0.0193571221	0.1226812438	0.0574589483	0.0281435143	0.0258178648	-0.0236805091	0.073115169	-0.0147612972	-0.0888801218	-0.0778393325	-0.0758953903	0.0698604961	-0.0108776081	-0.011984322	-0.016130469	0.0379574338	0.0072812721	0.0965279398	-0.0033087714	-0.1103288662	-0.0617388958	-0.0195778277	0.0192339048	-0.07650724	0.1276882204	0.0179232425	0.0073513217	0.0556879948	0.0381280379	-0.0054864618	0.078337705	-0.0051643307	0.0691887333	0.0097647578	0.0170664421	0.0755557461	-0.0420008218	0.0212366525	0.0211362342	-0.0346954277	-0.0829419658	0.1669691987	0.0156626313	0.0582474947	-0.0792845006	-0.0223130471	-0.0638739802	-0.0309739674	-0.0266929181	-0.0956122244	-0.0259547194	0.0128074021	0.053976847	-0.141973571	-0.2376566157	0.0194755246	-0.1339986473	0.0576853065	-0.0226405434	-0.0631494417	-0.1260002221	0.166815304	0.0390958652	0.1031221925	0.0288415808	0.0915720357	0.0912788023	0.0907907753	0.0901089963	0.0892349201	-0.0504658	0.0060043	0.00254679696964	3.605161849000005e-05	-0.0497412	-0.06289	0.0024741869774399	0.0039551521	0.0224044	-0.0149555999999999	0.00050195713936	0.0002236699713599	-0.00158933	-0.0005293499999999	2.802114224999998e-07	2.5259698488999995e-06	-0.000743663	-0.000274063	7.511052796900002e-08	5.53034657569e-07	-0.000176327	0.000160593	2.5790111649e-08	3.1091210929e-08	0.0	1.0	0.0	0.0	0.0
5875.649595496657	19.30145435722079	372.5461403038775	34523258.16906003	5801.923034667969	-22.02911807156852	485.2820430111067	33662310.90021077	4106.791298698077	2.784536609291536	7.753644128484802	16865734.77106224	4079.183937400816	6164.576227170525	1.182002	23.36936	0.1136563899999999	0.054913	-0.0371542156	-0.0549200182	-0.034625921	0.0516383927	0.1866841779	0.1886103594	-0.020626355	0.0661528972	0.0402475569	0.1617912325	0.0371070473	-0.0069135904	-0.0419175688	0.0155295053	-0.0834226344	0.0503420989	0.0500710172	-0.1038088267	-0.0528375268	0.067970646	0.182660292	0.0142704904	-0.0217476011	0.1628576104	0.0668771653	-0.1637327292	0.0229855365	0.0093019024	-0.1048366335	0.0713340967	0.09834736	0.0019216049	-0.0524732181	-0.0967588126	0.0878298726	-0.0500944606	0.1412790164	-0.0089353792	-0.0116793224	0.0195307832	-2.64028e-05	-0.0096019284	-0.0088865122	-0.0100121516	0.0161759734	0.0791165301	0.0466485953	-0.0625011182	-0.0435582159	-0.0597866307	0.0356948924	-0.0253085673	-0.0301796993	-0.0037490277	-0.0399202985	0.0324721667	0.1344469182	-0.0497528945	0.0335446238	-0.1060442541	0.0137346281	0.0500442362	0.0533010297	0.0387934754	0.0238648154	0.1655325778	-0.0538709811	0.0301878002	-0.0431191824	0.0215647149	0.0254797577	0.0189826883	-0.0172397226	0.0093410172	0.0455835001	-0.0179737887	0.0173786955	0.0256590961	-0.0568581208	0.0701196864	0.0770453033	-0.1195457739	0.0131120978	0.1501218494	0.0279338846	0.1282498666	0.0255517793	-0.0742610818	-0.0829009673	-0.0297964409	-0.0196034629	0.1266567552	-0.0671511713	0.0232772681	0.0265868753	0.1206177084	0.0068315014	0.0278721207	0.1512424587	0.0462050209	-0.0540722254	-0.0942339506	0.0054137399	0.1819129196	-0.019041859	0.021877686	-0.0220771061	-0.2310824928	-0.0770905019	-0.0747905567	-0.0262771094	0.0360305652	0.0378104798	-0.0135365886	0.0970629806	-0.1101360424	-0.0212066612	-0.044021755	-0.0796847796	0.0764306643	-0.049340143	0.0047113583	-0.05287998	-0.022192873	0.0053002234	0.0268447045	-0.0051583022	-0.0984002838	-0.0094199745	0.0360684213	0.0121658301	-0.0253422687	-0.1866933148	0.0088766771	0.0480521453	0.0054313572	-0.0616256517	0.0523441647	0.0621385152	0.0447046064	-0.013188046	0.018406383	0.0407796151	0.040247443	-0.0650293748	-0.0171896655	-0.0471147319	-0.1441921833	0.0280586663	-0.0391769045	0.0359801446	-0.0671237168	-0.0957456544	0.0375399365	-0.1862453709	0.047589272	0.0647824799	0.0282326366	-0.0616333695	-0.0743432103	0.0114617578	-0.0056916414	0.0358615269	-0.1004198883	0.0497328116	-0.0899098238	0.1130354484	-0.0930833868	0.0334889375	0.1687563522	0.0472969114	-0.0129462766	0.0370171668	-0.006131973	-0.0051265808	0.0810974581	-0.0230982204	-0.0644734007	-0.1473649434	0.064467928	0.1863109821	-0.0213793876	-0.2381546232	-0.0325587979	-0.0333132234	-0.0134247198	-0.0034105076	-0.0133647353	0.0960530578	-0.0298882941	0.1760054955	0.0863264149	0.0485993839	0.0915081759	0.0910237247	0.090218205	0.0890944581	0.0876564477	-0.047774	0.0026918	0.002282355076	7.245787240000006e-06	-0.0217601	0.0279811	0.00047350195201	0.00078294195721	0.00548596	-0.01691844	3.00957571216e-05	0.0002862336120336	-0.000855043	0.0007342869999999	5.391773983689999e-07	7.31098531849e-07	-0.000385442	0.000358221	1.2832228484099998e-07	1.48565535364e-07	-0.00040512	-0.000228793	5.2346236849000016e-08	1.641222144e-07	0.0	0.0	0.0	0.0	0.0
5893.104498573488	17.454903076831215	304.6736414215718	34728680.631107084	5835.036072046221	33.11303737825256	1096.473244413551	34047645.9620806	4111.325874349104	4.534575651026898	20.562376334886014	16903000.445092425	4084.758653098133	6451.575814601755	1.307857	25.857639	0.07641834	0.0456934	-0.1768048821	-0.0647321714	0.0155095051	0.0813625294	0.0449854105	0.0157803747	0.0352896888	-0.0533371816	0.084898166	0.198799043	-0.0224906497	-0.0633899709	-0.0030717258	-0.0302762318	0.0250587599	-0.05139855	-0.0263656445	-0.0313259906	0.0243997855	0.0418970461	0.1618875523	-0.0058665556	-0.0117307878	-0.0434336391	0.0205640223	-0.0103446799	-0.0554670367	0.0550813644	0.0823588429	0.042497651	0.0181570385	-0.1513810297	-0.022346118	0.0362143689	0.1502840605	-0.0629489344	-0.0558260315	-0.0305791311	-0.0156028569	0.0927626965	0.0287897963	0.0946037081	0.0038843073	0.0186248082	-0.0566979382	0.0226916339	0.1545213595	-0.1642789845	0.0428711357	0.0637898027	0.081139675	-0.0306575931	0.0350757955	-0.1090359845	-0.0713362233	-0.0902459195	0.0341969129	-0.0176218915	0.0242957997	0.0638504246	0.1316309444	-0.0292871766	-0.0863259417	-0.0123052012	-0.0388088365	-0.1271042528	0.0347006639	-0.0929884991	0.0022724493	-0.0289836321	-0.0112121128	-0.0694778805	-0.0389487374	0.0185300335	0.014506748	0.1838532422	-0.0308187456	-0.1049839697	-0.020524591	0.116940587	0.055711188	-0.0206297945	0.1232876844	-0.1255216246	0.0612013235	0.0439931018	-0.0702274513	-0.0250913622	-0.0326372498	-0.1455877026	-0.0174352507	-0.0768241547	0.0898208272	-0.0046705721	-0.008491604	0.0248573653	-0.0641655331	-0.0141305744	0.1197174067	0.0695810935	-0.0584309071	-0.0842125472	-0.078264957	0.025279161	0.034483815	-0.2268540183	-0.012285628	-0.0317310008	0.0772512298	-0.0417296791	0.037569518	0.1998828874	-0.0876429034	0.0018585466	0.0909524083	-0.0202578542	-0.1225355241	0.0154306121	0.0016407482	-0.1020282635	0.0632264682	-0.069459541	-0.0162885763	0.081029809	0.1213256187	0.0714143468	0.0250556007	-0.0177173774	-0.1596414695	-0.0816661355	0.0747516098	0.0005631166	-0.1157608554	-0.0044673857	-0.0175660014	-0.1051360377	0.0393339086	0.0502909877	-0.14066622	0.0062784574	0.0856545579	0.0327716929	-0.0009965449	-0.0956773458	-0.0184424492	-0.0546408922	-0.0173982345	0.1295814858	-0.0323483386	0.0043910525	-0.0392061825	0.0885402574	0.0388536589	0.0687820221	0.034539269	0.0610067211	-0.0269638937	-0.0513150619	-0.1254680927	0.0504170334	0.0139283212	0.06263732	-0.0722656133	-0.0757034085	0.0799627821	0.005499804	-0.0242681308	0.0147289338	-0.0589594796	0.1318923059	0.0469479867	-0.0755616745	-0.0152684177	-0.0367455762	-0.070464583	0.069473644	0.0287107852	0.0729114132	0.0725930805	-0.0586019374	0.1136040415	-0.0476040058	-0.0503168382	0.0949389966	-0.0020795715	-0.0293247868	-0.0239840591	0.1125487166	-0.0737031041	-0.0754980572	0.0399967061	0.113583852	-0.0870119961	0.091428372	0.0907052112	0.0895041772	0.0878315976	0.0856962841	-0.0460946	0.0016793999999999	0.00212471214916	2.820384359999992e-06	0.0189441	0.0407041999999999	0.0003588789248099	0.0016568318976399	-0.00454988	-0.01003584	2.07014080144e-05	0.0001007180845056	-0.000606558	0.000248485	6.174479522500002e-08	3.67912607364e-07	-0.000404111	-1.866900000000002e-05	3.485315610000008e-10	1.6330570032100001e-07	-0.000192296	0.000212824	4.5294054976000006e-08	3.697775161600001e-08	0.0	0.0	0.0	0.0	0.0
