global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	a_comp_cor_140	a_comp_cor_141	a_comp_cor_142	a_comp_cor_143	a_comp_cor_144	a_comp_cor_145	a_comp_cor_146	a_comp_cor_147	a_comp_cor_148	a_comp_cor_149	a_comp_cor_150	a_comp_cor_151	a_comp_cor_152	a_comp_cor_153	a_comp_cor_154	a_comp_cor_155	a_comp_cor_156	a_comp_cor_157	a_comp_cor_158	a_comp_cor_159	a_comp_cor_160	a_comp_cor_161	a_comp_cor_162	a_comp_cor_163	a_comp_cor_164	a_comp_cor_165	a_comp_cor_166	a_comp_cor_167	a_comp_cor_168	a_comp_cor_169	a_comp_cor_170	a_comp_cor_171	a_comp_cor_172	a_comp_cor_173	a_comp_cor_174	a_comp_cor_175	a_comp_cor_176	a_comp_cor_177	a_comp_cor_178	a_comp_cor_179	a_comp_cor_180	a_comp_cor_181	a_comp_cor_182	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
5484.657513938517	n/a	n/a	30081468.045202237	6157.586024193044	n/a	n/a	37915865.6453375	4603.5942733867405	n/a	21193080.23395919	n/a	4588.750422836491	5269.291071147174	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0
5457.461147311972	-27.196366626544663	739.6423576854321	29783882.17441971	6008.6810085251645	-148.90501566787952	22172.70369105145	36104247.46221099	4603.5266894795395	-0.0675839072009694	21192457.98075045	0.004567584512549246	4588.302901772329	5173.801188066975	1.387319	25.956985	0.049251935	0.0258879	0.0082918036	-0.08680237619999999	0.042891255	-0.0654262203	0.11369069400000001	-0.11485928990000001	0.0505500465	-0.0011412957	0.2087453787	0.0336148811	-0.1881766774	0.0087385141	-0.45682069729999997	0.2953552203	-0.1230359839	0.13204843900000002	-0.0036828365000000003	0.0675370705	-0.1167092736	-0.04988771400000002	0.0694681473	-0.0068679379	0.0311467396	-0.0688925534	0.003319193	-0.0902887248	0.0583539289	-0.097426555	0.0029930953000000004	-0.017525115600000002	0.0732859546	-0.1365819523	0.0701693924	-0.0864758556	-0.1490582207	0.010594514	-0.0769699183	0.08824656630000001	-0.0811430171	0.0101997031	-0.050459478499999995	0.0095121324	-0.1450847832	0.0188925607	-0.0235541203	0.014095149	-0.010794516799999999	0.046640559500000005	-0.08437000880000001	0.035060384300000004	-0.0995287074	0.0382574085	-0.016983345900000002	-0.0338751081	0.0005623165	0.009928167	0.0037819654999999997	-0.021710126	0.0220530115	-0.0422501236	-0.0701740417	0.086037364	-0.0115885544	-0.060764421799999996	0.0675668663	0.029938046200000002	-0.0493049551	-0.0204288008	0.048038762699999994	0.0288057419	-0.07195329980000001	-0.0191045438	0.0514544662	0.10352733900000001	0.07028871	-0.0773241777	-0.042283927	0.0097472838	0.1123813773	-0.0356729287	-0.0203368975	-0.0415946275	-0.018912129399999998	0.0456450861	0.0951811685	0.042876077199999994	-0.0754041897	-0.07434990849999999	0.0639040641	0.011760099199999999	-0.0734587928	-0.021268053	-0.1394372905	0.0009524386	0.0104296433	0.079664666	0.0151225392	-0.0028312394	-0.0835514872	0.061313063099999995	0.0387983664	-0.1712821817	-0.0526032832	0.1127068023	-0.0682856838	0.073464452	-0.010422294200000001	0.0410647859	-0.0577974849	0.0080701405	-0.09985251740000001	0.0280917258	-0.09255453460000004	0.028951482	-0.0020082561	0.0974924609	-0.0694951222	0.0923665559	-0.0886359878	-0.0005317308000000001	0.1569855883	-0.0254479041	0.0553964172	-0.0091042306	0.0762586389	-0.1217981224	0.014011804099999999	-0.15772902630000002	0.0452277015	-0.0663560113	0.0072555463	-0.026793135699999998	0.0521996887	-0.0403954889	0.0010762316	-0.050499607800000006	0.0777851099	-0.0310614294	-0.021860786899999998	0.0122529853	-0.053906490599999995	-0.0014037362	-0.0087798026	0.00459376	0.047382195499999995	-0.019234935800000002	0.1133374152	-0.0078007647	-0.060754912599999995	0.0600630685	0.0203433925	-0.0585501143	-0.043986889	0.0301216306	0.011827900300000001	-0.0658868618	-0.031590819900000004	0.0925068295	0.0746858109	-0.0169906505	-0.07433171400000001	-0.0253777927	-0.0136537372	0.1191919026	-0.0233186055	-0.0616782198	-0.06301602519999999	0.0055293083	0.0092859006	0.05139371190000002	0.062547849	-0.018707928999999998	-0.1035318922	0.0516161404	0.0659866447	-0.0845224271	-0.0369508704	0.0765616644	0.0065102769	0.0038973060999999997	0.0416779747	-0.0763564207	-0.0569414954	-0.0651020863	-0.0404111992	0.061152608399999996	-0.2213049097	0.09186102480000001	0.09185497179999999	0.09184488380000001	0.09183076130000001	0.0918126049	0.0	0.00920617	0.00920617	8.47535660689e-05	8.47535660689e-05	0.00858856	0.00858856	7.37633628736e-05	7.37633628736e-05	0.0192512	0.0192512	0.00037060870144	0.00037060870144	-0.000184361	-0.000184361	3.3988978321e-08	3.3988978321e-08	-1.6543599999999996e-24	-1.6543599999999996e-24	2.7369070095999986e-48	2.7369070095999986e-48	5.97591e-05	5.97591e-05	3.5711500328100003e-09	3.5711500328100003e-09
5447.521615594615	-9.93953171735757	98.79429076035707	29675491.75237056	5928.870775417562	-79.81023310760247	6369.673308689847	35151508.67160045	4604.910746225452	1.384056745912858	21205202.980702654	1.9156130759068888	4589.8290762722945	5098.355941018984	1.244466	23.284185	0.050700225000000015	0.023408	0.075965609	-0.029968751000000002	0.0273325969	-0.0386809718	0.06260855809999999	-0.1126654549	-0.0597800065	0.0272111168	0.021863037000000002	-0.0786404529	0.0591606696	0.0224404229	-0.0667726562	0.10163260560000001	-0.027007001099999997	0.0174842113	0.0195905242	0.10834118359999999	-0.029717676600000006	-0.004449901500000001	0.049231181500000006	0.0185760398	-0.1483154143	-0.0082983348	-0.0276689707	-0.055801121399999994	-0.042869792999999996	-0.0194100545	0.10039383689999999	0.0345810027	-3.35652e-05	-0.0370774655	0.0025839509	0.051648434800000004	-0.0847394242	0.0807804746	0.0383178837	-0.0774889598	-0.0976901192	0.0804868701	-0.009978273499999999	0.0638644987	-0.0298810496	-0.010531262900000001	0.09164914449999999	-0.0131729142	0.0754206865	0.0112640976	-0.0670410209	0.0178211806	-0.0246089138	0.0681480569	0.09538295279999999	0.0616789274	0.0643352846	-0.0261999479	-0.0630529985	-0.026226555800000002	-0.019091796	-0.07143012110000001	-0.0592476275	-0.057011715199999986	-0.060014241600000004	0.06695041110000001	0.001193796	0.0419092457	-0.0756723813	-0.0782032347	-0.0958016091	0.1066964924	0.0136319905	0.0050292395	-0.0568571997	-0.09537924980000001	0.0033196156	-0.0736362395	0.0617560217	0.0192241559	-0.06537024799999999	0.09110593460000001	-0.0090038042	0.052760520899999996	-0.0191699722	0.09207181980000001	0.0265904177	0.0762160186	0.042432294	0.0094754296	-0.0122601123	-0.0840658604	-0.0130118683	0.0325604169	-0.0465658269	-0.0346011782	-0.0325583031	0.048896907999999996	0.0106274712	-0.0747490428	-0.0117841699	-0.0519493808	-0.1247294076	-0.0204748976	-0.10565197800000001	0.0364007235	-0.012823101200000001	0.052806781100000005	0.0223058785	-0.1467998793	-0.0324470463	-0.024836398	-0.045729352	-0.0510321937	0.0171142929	0.1037866098	-0.051983887199999995	0.0131503988	-0.0344365772	0.012244018899999999	0.046221371100000005	0.081919746	0.0748634102	0.0754742419	-0.12227394859999999	-0.09458686050000001	-0.0267416808	-0.037181514900000004	0.0311745946	-0.008718755	0.0483896671	-0.0450563175	-0.0603885754	0.0509568778	0.0657955041	-0.07196014419999999	-0.0067583703	0.0740684212	0.0466349009	-0.05831338990000001	0.0055125189	-0.079220024	0.01308594	-0.0054537401	0.061486136799999994	0.0746053745	0.0718620982	-0.0097956125	-0.021560847799999998	-0.0688388475	-0.0139076849	9.852139999999999e-05	0.05818891530000001	-0.1293434521	-0.0130702753	-0.1187875326	-0.0196585235	-0.053742469699999997	0.0283012366	-0.015599428700000001	-0.0666959156	0.0940550557	-0.0590356362	-0.0171499281	0.008340214399999999	-0.0914080934	-0.0344622192	0.0534638276	0.05847495990000001	0.0944553432	-0.0762997373	0.0284106703	0.017958838600000002	0.0268668885	0.0102596992	0.0542506455	-0.0782009386	-0.0008728396	0.0137706894	0.0242097092	-0.0167886514	0.0331780421	0.0035427157	-0.025927688799999998	0.078215323	-0.0653135948	0.0231697852	0.1109080195	0.0733826643	0.09184488380000001	0.0917904153	0.0916996582	0.0915726486	0.0914094366	0.0	0.0149825	0.00577633	0.00022447530625	3.3365988268899993e-05	0.0218548	0.01326624	0.00017599312373760002	0.00047763228304	0.031727099999999994	0.012475899999999995	0.0010066088744099997	0.00015564808080999987	-0.000406905	-0.000222544	1.65571679025e-07	4.9525831936e-08	0.000101332	0.000101332	1.0268174224000004e-08	1.0268174224000004e-08	6.6174399999999985e-24	-5.97591e-05	3.5711500328100003e-09	4.379051215359999e-47
5441.367710619842	-6.153904974772559	37.870546438530454	29608482.56217622	5939.196868185728	10.326092768165836	106.62819185676678	35274059.439067155	4602.064512932151	-2.8462332933013386	21178997.78118944	8.101043959896982	4587.075326631054	5091.982438080832	1.181477	22.105652	0.07453207	0.0408976	0.10601541240000001	0.007100554499999998	0.0157626277	0.08364893030000001	0.1568120067	-0.0634699921	0.0363828534	-0.0187189241	-0.0283725467	0.1013924999	-0.13325850820000001	-0.041883244900000005	-5.95118e-05	-0.024535880299999997	0.1022764801	-0.09965922710000001	0.0338492994	0.1194408314	0.0365878483	0.022609973	-0.0584814333	0.0305415156	0.060559788600000004	0.0148422385	-0.0438622329	-0.0557152374	-0.031132765899999998	0.0980029248	0.0753632005	-0.0220432773	-0.0544271862	0.050896340400000004	-0.033187147599999994	0.0319991949	0.0295048025	0.0194642754	-0.029064589	-0.0278994119	-0.0011754874000000002	-0.0010588933	0.047280045	-0.0099185073	-0.0672241245	0.0288348321	0.10438144630000001	-0.1041908466	-0.0472412949	0.0324759491	-0.0106690742	-0.0414059128	-0.0011935619	0.0009470767	0.0409786604	0.1428161141	-0.03349832	-0.152502004	-0.057099665099999995	0.0750950875	0.1260248377	-0.0162620247	0.016475986499999998	0.0537122224	-0.0318480496	0.110531235	-0.096332555	-0.1551140992	0.0010195263	0.0378191591	0.026343953	0.0504010179	0.0055278148	0.049814959400000004	-0.134931473	-0.0768905272	-0.0416367488	0.0393404968	-0.0203507813	-0.0450106942	0.060682333	0.06645283490000001	0.007844149	0.0122759998	-0.0357624068	-0.0902446319	-0.11724658	0.0030310028000000004	0.0185937079	0.020729210300000002	0.011433475600000001	0.17895370649999998	0.1270923387	0.05776796150000001	0.0145512411	0.087642384	-0.0005321237	0.073012676	-0.019367919	-0.014134824099999999	0.0385500229	-0.0588350937	-0.1476344616	0.0109055507	-0.121479314	-0.0332476512	0.0118028881	-0.0578476063	-0.040239392400000004	0.0502142242	0.0376187995	-0.0397713433	-0.0381072669	-0.0288316154	0.1074491333	0.0495433975	0.034740949900000005	-0.0680704908	0.0150407599	-0.0419621607	0.0370221778	0.0206383462	-0.0294525687	-0.0211321246	-0.042232878499999994	-0.0014091145000000001	-0.0007589919000000001	0.06295189849999999	0.0183790087	-0.08050389919999999	-0.004216139099999999	-0.021925353199999997	-0.1524147305	-0.036546561400000004	0.047902474900000006	0.0045619404	0.032859031600000005	0.0627071066	0.0107147238	-0.0184171977	0.048720293	-0.0167753877	0.14665388210000002	0.0875181384	0.076031887	-0.1525748284	0.0749680064	-0.025879776299999997	-0.0076461533	-0.0405372698	0.0408682835	-0.1097453658	-0.149574443	-0.0071329626	0.0040346968	-0.0195828017	0.0598459663	-0.0139037011	0.044123116	-0.0626135646	-0.0765766963	0.0887603768	0.0696938271	0.0638756725	-0.0072784784999999986	0.021117211299999997	-0.0783873755	-0.0026900412	0.1344559829	-0.1297533809	0.0724215212	-0.0032169582	-0.0008628951	0.0179829528	0.0778981923	-0.1030283646	0.0950571389	0.151867313	0.0701847354	0.0225288536	-0.0042732656	0.0661306571	0.052955639400000004	-0.0407079817	0.0533699429	-0.0312389495	0.1206158838	0.11085826730000001	0.0265530583	0.0918126049	0.0916613475	0.0914094366	0.09105714849999999	0.09060487029999999	0.0	0.015166	0.00018349999999999964	0.000230007556	3.3672249999999867e-08	-0.0112344	-0.0330892	0.00109489515664	0.00012621174335999998	0.051396400000000016	0.01966930000000001	0.002641589932960001	0.00038688136249000063	-0.000307005	9.99e-05	9.4252070025e-08	9.980009999999996e-09	0.000382213	0.000280881	7.889413616099997e-08	1.4608677736900002e-07	5.10204e-05	5.10204e-05	2.6030812161600003e-09	2.6030812161600003e-09
5437.537842000262	-3.8298686195803375	14.667893643246208	29566817.783184864	5921.151989206278	-18.044878979450004	325.61765738299664	35060040.87928146	4597.09448319386	-4.970029738291487	21133277.68741142	24.701195599501748	4582.058773410888	5110.568622871563	1.174053	21.966732	0.06165033000000001	0.0367486	0.0746983047	0.0443845891	0.014763955300000001	0.0064842471999999995	0.06689441139999999	0.05444101900000002	0.0119578935	-0.0229949861	0.0318570932	-0.0118254753	-0.0174666121	0.1367807399	0.0085142548	-0.0551021429	0.20979320420000008	-0.0797689961	-0.007547524599999998	0.0503139867	0.027898004700000003	0.061563737	0.023494304900000002	0.0333987394	0.0232377793	-0.0857288766	0.037225176299999996	0.0233870021	-0.031512158900000004	0.0417874862	0.0032076295	-0.046456362	-0.0715919544	0.0282252922	-0.066028495	0.0653804764	-0.0704139102	-0.0582820425	0.0150317273	-0.0330445684	-0.011004172	0.1270717867	-0.0250036844	-0.01506798	-0.0878829468	0.0366960742	0.07111670120000001	-0.035862557999999996	0.0329819246	0.0798937933	-0.0523421104	0.0302525129	-0.08206474429999999	0.0095143888	-0.1228091015	0.0381289892	-0.0634312558	-0.012206310500000001	-0.050562307699999996	-0.0085492677	-0.0708799273	0.11009049359999999	-0.0512616646	0.1381271039	0.005312289699999999	-0.0168204554	-0.0452051736	0.0642580767	-0.00022078470000000001	0.0051958248	0.0031514959999999997	-0.14423696449999998	-0.0719493283	-0.0060916173	-0.0130536381	0.18813111899999999	0.051344599299999995	0.1452057974	0.0057792447	-0.0085620083	0.0714340754	0.0199619082	0.0093205574	-0.0995377481	0.0180425977	-0.0808483176	0.07335019849999999	0.0486242441	0.0357301186	0.053541750199999995	0.0641088267	-0.0307715771	0.0234860544	0.0770453561	0.0271359723	0.0190221058	-0.08881241710000001	0.028868550899999998	-0.08395463189999999	-0.043739500099999995	-0.056869295099999995	-0.0063869106	0.0057286056000000005	-0.0699215198	-0.0540938383	-0.0312829445	0.053683425800000004	0.018862264899999998	-0.047131436299999996	0.0333637782	-0.0885465571	0.0180275071	0.0394119607	-0.0112817927	0.0401355492	-0.0159660144	0.052626909000000006	-0.08456215939999999	-0.0031884999	-0.046812853200000004	0.0824470818	-0.046029323	0.0691321474	0.0709846947	0.0014521412	-0.0593256643	-0.0848930655	-0.007382384899999999	-0.0134794645	-0.1031094163	0.0187766095	-0.0571359357	-0.0783257883	0.0277743798	0.06828655230000001	-0.009404625500000001	0.0194000957	-0.1094221251	0.1153990867	-0.0192120589	0.0294446723	0.080641009	0.0714414643	-0.03246328	0.0181487183	0.0104591813	-0.1254023193	-0.0368903168	0.1330719112	-5.05337e-05	-0.0422259337	-0.0299751135	0.0371899974	0.0432457933	0.0244663398	0.1269509171	-0.09991622050000001	0.0212566694	0.0625850392	0.0876270485	0.1014658769	-0.1061552734	0.075349022	0.0174684781	-0.0096711331	0.10365357689999999	-0.1021004815	-0.033904230099999995	-0.0762469338	0.0124693193	-0.0008422095	-0.1030328672	0.10198048789999999	0.0620294099	0.019335988300000002	0.06579671299999999	-0.0029075022	0.0674770033	0.0675453258	0.0180175858	-0.0646823282	0.0627574799	0.0837628118	0.0166607669	0.0185790145	-0.0532881572	-0.0088495866	-0.011291466000000002	-0.030933129500000007	0.0917641935	0.09146785939999999	0.09097467779999999	0.0902857102	0.0894024392	0.0	0.0175009	0.0023349000000000013	0.00030628150081	5.451758010000004e-06	0.0225289	0.0337633	0.0011399604268899995	0.0005075513352099999	0.0455992	-0.005797200000000009	0.00207928704064	3.360752784000011e-05	-0.000406901	-9.989599999999998e-05	1.6556842380099998e-07	9.979210815999996e-09	0.000162426	-0.000219787	4.8306325369000014e-08	2.6382205475999998e-08	0.000126436	7.541560000000001e-05	5.687512723360002e-09	1.5986062096000003e-08
5434.515060380313	-3.0227816199485464	9.137208721898755	29533953.94150044	5907.9601768313705	-13.191812374908295	174.02391373478363	34903993.451025344	4593.052811359528	-4.041671834331281	21096134.127937667	16.335111216426792	4578.1784096492265	5073.901980230659	1.189746	22.260363	0.04103223	0.0293023	0.0006753949	0.10155274449999999	0.0061027558	-0.0954558609	0.0041289425	0.0930565984	-0.048016904299999996	0.0466900096	-0.0156257369	0.018939032800000002	0.01185415	-0.031580756200000004	0.0867410158	0.0619946271	-0.0471375358	-0.0079035606	-0.0590182456	-0.0067191314	0.1073839558	0.0739320937	0.0851888549	-0.0828435692	0.0085081967	-0.026032118599999998	0.07382973799999999	0.0061293545	0.0368074985	-0.0235459034	-0.0771592665	-0.1196457817	-0.0099253767	-0.027012912099999998	-0.0666031818	0.0821843855	0.1508113741	-0.1140714357	-0.040330472	0.0511961076	0.0968347753	0.0159247929	-0.0407746502	0.028834931499999997	-0.04919053809999999	-0.0370905075	0.09874576380000001	0.000125899	-0.0560382854	0.051948157599999996	-0.0354214512	0.021867594100000002	-0.0178154887	0.08376929570000001	-0.1559251316	-0.0007180362	0.08831087259999999	0.081741567	0.0044182556	0.0269075	-0.1204289907	-0.0379932929	-0.0191928099	0.0405770762	0.0966582021	-0.0041324751000000005	0.045621982400000004	0.0107619503	-0.0469644401	0.00435091	0.0970404479	-0.1182518678	-0.0060200639	0.0579949462	-0.042081424699999995	-0.0204365556	0.0670025362	0.008751311	0.0290287589	0.025385436299999998	0.0046306498	-0.0111900627	-0.0285454885	0.0715080674	-0.001669207	-0.022041807200000003	-0.0354935025	0.0749310747	-0.08797424640000001	-0.09338602689999999	-0.0062004464	0.0695908876	0.0272249019	-0.0685823282	0.1883459113	-0.0697204602	0.0275044676	0.0794382021	-0.011451312	0.0545897805	-0.012322213500000002	0.028178647400000006	0.0223722073	0.0289835458	0.0026972995	-0.0989632028	0.0742703894	0.08445426560000001	0.0796574883	0.0403738404	-0.0436820016	0.0702217042	-0.0007748850999999999	0.0295763244	-0.0573344863	-0.07314558110000001	0.12161259869999999	0.0018730164999999999	-0.037383938900000004	-0.0600820059	0.102022727	-0.0996773334	-0.12003720289999999	-0.0648328913	0.12077720410000001	0.0035610059	-0.0875362177	0.0021510509	0.0195715272	0.0194320844	0.0456281417	-0.0526519459	-0.0881547695	-0.0342971425	0.0311791075	0.0122729751	-0.0322693795	-0.1379391952	0.0121984592	-0.007180285	0.040886312	-0.0779697305	-0.024480471200000003	-0.0895386775	0.0159556401	0.1248616645	0.0092507449	-0.0559267931	0.0982987702	0.0247090631	0.0854774849	0.0059988786	0.005438615799999999	0.006592231	-0.0275384512	0.1808822604	0.0131911768	0.0898065233	0.09230716359999999	-0.0083779271	0.0049242824	0.018858103	-0.013024398799999998	0.0026526836	-0.0105748422	-0.0173390834	0.0079473491	-0.0034316234999999997	0.0816885561	-0.0047356917	0.09920103050000001	0.10005242880000001	0.0239647928	-0.0076404385	-0.0838063716	-0.0201718707	0.048354563600000004	-0.0232550607	0.0558164667	-0.1725106848	-0.0298739618	-0.0605875646	0.0574768584	-0.0001038504	-0.08974035289999999	-0.0087736358	-0.002094255	-0.036280680600000004	0.0189841366	0.0916996582	0.0912100867	0.0903960694	0.0892605018	0.0878074234	0.0	0.0159655	-0.0015353999999999993	0.00025489719024999997	2.3574531599999973e-06	-0.00610048	-0.028629380000000006	0.0008196413991844001	3.72158562304e-05	0.04694	0.0013407999999999964	0.0022033636	1.7977446399999897e-06	-0.000305625	0.00010127599999999996	9.3406640625e-08	1.0256828175999992e-08	0.000114934	-4.7492e-05	2.255490064e-09	1.3209824356e-08	0.00016820099999999998	4.1764999999999984e-05	1.744315224999998e-09	2.8291576400999992e-08
