global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	a_comp_cor_119	a_comp_cor_120	a_comp_cor_121	a_comp_cor_122	a_comp_cor_123	a_comp_cor_124	a_comp_cor_125	a_comp_cor_126	a_comp_cor_127	a_comp_cor_128	a_comp_cor_129	a_comp_cor_130	a_comp_cor_131	a_comp_cor_132	a_comp_cor_133	a_comp_cor_134	a_comp_cor_135	a_comp_cor_136	a_comp_cor_137	a_comp_cor_138	a_comp_cor_139	a_comp_cor_140	a_comp_cor_141	a_comp_cor_142	a_comp_cor_143	a_comp_cor_144	a_comp_cor_145	a_comp_cor_146	a_comp_cor_147	a_comp_cor_148	a_comp_cor_149	a_comp_cor_150	a_comp_cor_151	a_comp_cor_152	a_comp_cor_153	a_comp_cor_154	a_comp_cor_155	a_comp_cor_156	a_comp_cor_157	a_comp_cor_158	a_comp_cor_159	a_comp_cor_160	a_comp_cor_161	a_comp_cor_162	a_comp_cor_163	a_comp_cor_164	a_comp_cor_165	a_comp_cor_166	a_comp_cor_167	a_comp_cor_168	a_comp_cor_169	a_comp_cor_170	a_comp_cor_171	a_comp_cor_172	a_comp_cor_173	a_comp_cor_174	a_comp_cor_175	a_comp_cor_176	a_comp_cor_177	a_comp_cor_178	a_comp_cor_179	a_comp_cor_180	a_comp_cor_181	a_comp_cor_182	a_comp_cor_183	a_comp_cor_184	a_comp_cor_185	a_comp_cor_186	a_comp_cor_187	a_comp_cor_188	a_comp_cor_189	a_comp_cor_190	a_comp_cor_191	a_comp_cor_192	a_comp_cor_193	a_comp_cor_194	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
5251.486360286642	n/a	n/a	27578108.99227664	6675.2184099418955	n/a	44558540.82042721	n/a	4323.432008269516	n/a	n/a	18692064.330129374	4310.774906379893	5407.315172403823	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a
5225.919482022636	-25.566878264005933	653.6652641664992	27310234.43258373	6520.029145325656	-155.1892646162396	42510780.05589601	24083.70785212924	4330.805439145638	7.373430876122256	54.367482884953034	18755875.751733445	4317.623832944827	5408.657966525949	1.313771	29.426064	0.07328920599999998	0.035588699999999994	-0.11210327519999999	0.0786789414	-0.025672100299999997	0.0049553261999999995	-0.0662765575	0.19118616079999998	-0.0509093706	0.0551795617	-0.199210775	0.4057146492	-0.020047483300000002	0.34688368229999994	-0.3938517382	0.0202240494	-0.1102906258	0.0236624181	-0.10126957789999999	0.0512845076	-0.0089281668	0.0450173793	-0.1278692539	0.020043584	-0.0910727484	0.0626586554	-0.0100592955	0.0455555771	-0.0101577028	-0.030705507200000006	0.17880095710000002	-0.0705122805	0.027128675699999997	-0.0217916529	0.1379743202	-0.0229545942	0.0370976948	0.0902341824	-0.10180513039999999	0.09376955460000001	-0.0337145496	0.0106890067	-0.0233784554	0.0665957269	0.034037997	-0.0395220956	0.029125378599999998	-0.03616735	0.081382972	-0.049879841900000006	0.07353539999999999	-0.1025616033	0.0295793185	-0.0316568965	0.1313249144	-0.0405651659	0.0089470075	-0.0355308808	0.08945888380000001	-0.0080820625	0.0003320882	0.0084675406	-0.0396926222	0.029737068199999998	-0.0289801423	0.0586961314	-0.0217661143	-0.0327894648	0.1715290351	-0.0838225356	0.0523049347	-0.017086699599999998	-0.0029151588	-0.0504774451	-0.0264176985	0.1262964345	-0.0256209315	-0.007508465699999999	-0.052942399400000006	0.09902839990000001	-0.0435086198	-0.1227379091	0.141032883	0.0627326985	-0.1247757736	-0.0097741166	-0.06296039490000001	0.08983762390000001	0.0261689998	0.1050481768	-0.012811129	-0.1031984905	0.0754448488	0.11586929300000001	0.0780699462	-0.0050028787	-0.0615163975	0.0062469963	0.07201134719999999	-0.0062146688	-0.07991662599999999	0.1301832086	0.0206735607	0.003269775	0.0005146039	0.0544788309	-0.0472108297	-0.054432676900000004	-0.13319758210000002	0.08178476650000001	0.09245971	0.0267378907	-0.023626863300000002	-0.0139744531	-0.1259777263	0.016304693500000002	-0.17836322510000002	0.06306729030000001	-0.01853318	-0.014115733500000003	0.1435230897	-0.0180193305	0.0417774011	-0.0330588754	0.127960895	-0.09612530849999999	0.0125081454	-0.0291249831	0.0355531024	-0.0251869567	0.0507716955	0.029446634300000007	-0.0271875674	0.0758764886	-0.051274543799999996	0.0390904457	-0.1085284418	0.0663843819	-0.0469539249	0.0785579288	-0.05332744019999999	0.0837647714	-0.014235983700000001	0.0077396587	-0.0989572207	0.0217465276	-0.012590459299999999	0.0187204212	-0.0063137117	0.049792286799999995	-0.0026920098	-0.015515928600000001	0.1202613517	-0.1402610507	0.051634519299999994	0.0377519375	-0.026240369399999998	0.0423283456	0.004080156	0.06915201280000001	-0.07529747070000001	-0.0077528856	0.1341548407	0.049766287	-0.11592958390000001	0.059248254000000014	0.0239297725	0.1407607707	-0.1141109278	-0.038741592000000005	0.1486825664	0.0650326889	0.0020326339	-0.0744201602	-0.07114104730000001	0.1047811039	0.09206999240000001	0.0043316143	-0.0971157239	0.113247352	0.014326808500000001	0.017416903600000002	0.0159972075	0.0580246497	-0.0756542031	-0.0185306973	0.076487903	0.1067643114	-0.0709914576	-0.029440385	-0.0234849296	-0.0363506237	0.047107826299999996	0.019896298	0.0055186966	0.0362522418	-0.1368149637	0.0085828113	0.0201235008	0.08735368130000001	-0.1043434797	-0.061762477300000014	0.09186102480000001	0.09185497179999999	0.09184488380000001	0.09183076130000001	0.0918126049	0.0	0.026000400000000003	0.026000400000000003	0.0006760208001600003	0.0006760208001600003	-0.0122843	-0.0122843	0.00015090402649000002	0.00015090402649000002	-0.000981856	-0.000981856	9.64041204736e-07	9.64041204736e-07	0.00034920800000000005	0.00034920800000000005	1.2194622726400005e-07	1.2194622726400005e-07	-0.000164455	-0.000164455	2.7045447025000007e-08	2.7045447025000007e-08	-0.00016679	-0.00016679	2.78189041e-08	2.78189041e-08
5205.370854894215	-20.548627128420772	422.2460768628703	27095885.73698213	6452.54561002941	-67.48353529624546	41635344.84950982	4554.027536079609	4326.1191009773875	-4.686338168250586	21.961765427202263	18715306.475841396	4312.971398110791	5329.607545880537	1.151512	25.791746	0.101641871	0.059520400000000015	-0.046349748499999996	0.0609241451	0.1047426683	0.010265619699999999	-0.1358184144	0.0877387455	-0.1912428159	-0.0413776177	-0.0693504106	0.2142230513	0.0622732594	0.0550458162	-0.1639950148	0.1394793019	0.0716808263	-0.015006678600000004	0.0085981353	-0.0616829682	-0.0674712666	-0.07973874360000001	-0.0595563328	-0.08616170039999999	-0.0419068535	0.0585014083	0.0664389817	-0.0715586218	0.0422712104	-0.0839661198	0.1619060416	0.0398737852	0.0439874986	-0.0717475453	0.1330597606	0.06971450679999999	-0.0805564515	0.0222186031	-0.1400845436	-0.0184551027	-0.0348421884	0.1001582299	-0.0450890646	0.08868775220000001	-0.1028416249	0.005919184	-0.15063245460000002	-0.055551001399999994	0.0783395434	0.0232727125	-0.0019453702	0.0353456212	-0.0209292718	-0.07202161530000001	0.0267785553	0.008969735999999999	0.0641534641	0.1200991967	0.102756449	0.0345513455	0.0717430318	-0.07146316429999999	0.0282476616	0.0103120313	0.0299484154	0.0868080451	0.0517794867	0.0190077271	0.0035045457	-0.0064617945	0.0048007447	-0.0146836208	0.050678594199999996	-0.0224961604	-0.018057373	-0.037140047200000005	-0.015137593000000001	-0.0435712144	-0.0351408055	-0.033581243399999995	-0.020780069499999998	0.0143638947	-0.0374741456	-0.0307412492	0.0033700456	-0.066566783	-0.0310343185	-0.0035190738	-0.0802919393	0.0453625979	0.0970714465	0.0228166455	0.0203536205	-0.009762425	0.007538116700000002	0.10577558570000001	-0.0621657117	-0.0618955193	0.1087634379	0.1430918717	-0.1180193789	0.021425975899999998	-0.0151307175	0.09423170089999999	0.0442873474	-0.017176909	0.0315333853	-0.0035661258	0.06089498610000001	-0.0292492636	0.0533781156	-0.0592344132	0.0360024344	0.0802920512	-0.0319942676	0.0818475977	-0.1636748268	-0.0384764477	-0.0336998991	-0.0722426072	0.1275046326	0.0776336825	-0.059763769	0.052404895199999996	0.1403075412	0.0054480841	0.0033820426000000002	-0.0823600119	0.029146398599999998	-0.1326984588	-0.08957639810000001	-0.038172346600000004	-0.114667465	-0.0358860875	-0.0729025343	0.0375699847	0.0047848021	-0.0583500613	-0.0758909245	0.055242287300000005	-0.0026891127000000003	-0.024407051800000003	0.1107793716	-0.099222837	-0.0656589559	0.0649182031	0.10349675189999999	0.026413162599999998	0.006855028000000001	-0.0443989196	-0.0440143615	0.0409514598	0.0702316026	0.0501759531	0.053325648200000006	0.0161299006	-0.025147071200000003	0.0136067916	0.0072818852	0.0156316944	0.039848841600000004	0.030616700499999996	-0.012240888600000001	0.038299959	0.0159036575	0.06146009490000001	0.059093508600000004	-0.0181634153	0.021284813599999997	-0.0154092872	-0.0717197598	0.0429001987	0.0055943429	-0.0288227087	0.0482763399	0.0962152683	-0.021372912999999997	0.05521392940000002	-0.07626661950000001	-0.0681572647	-0.0021460392000000003	0.141505351	-0.018336804499999998	0.0086907714	-0.0213525898	0.0206977207	0.1906448643	-0.025473842000000003	0.0305691575	-0.0514167748	-0.0738343197	0.0680126064	-0.052080125199999994	-0.006711872	0.0414193282	-0.0435541988	-0.0012358773	0.0392293354	-0.0038639623	-0.053043375	0.0430492029	-0.0664226964	0.09184488380000001	0.0917904153	0.0916996582	0.0915726486	0.0914094366	0.0	0.0356336	0.009633199999999998	9.279854223999996e-05	0.00126975344896	0.0425787	0.054863	0.003009948769	0.00181294569369	0.0117116	0.012693456	0.00013716157456	0.000161123825223936	6.31827e-05	-0.00028602530000000013	3.992053579290001e-09	8.181047224009004e-08	-0.0	0.000164455	2.7045447025000007e-08	0.0	-0.000205354	-3.856400000000002e-05	4.2170265316e-08	1.4871820960000015e-09
5185.347970104585	-20.022884789629646	400.9159152987821	26887833.571067747	6411.563518099163	-40.98209193024741	41108146.74662012	1679.5318589792496	4321.992368838225	-4.126732139162414	17.029918148395993	18679618.036295854	4308.8965720971055	5181.53726976532	1.167542	26.150799	0.07093079499999999	0.0443069	0.0172238743	-0.0644316628	0.0730309518	0.0062585164000000006	-0.105102769	0.0450901392	-0.11841541380000001	-0.0564695947	0.11636677210000004	0.0959788903	-0.0239701075	0.0983006116	0.0046466202	-0.0035302794	-0.0054566075	0.0655635661	0.00042200669999999997	0.0599308305	-0.0113855277	0.1948190074	0.0423920129	0.052972408	0.0769696661	-0.0271591434	-0.0735509992	0.0077024473	-0.0336321732	0.0697536774	0.108661992	0.0909755066	-0.0505295234	0.15909945890000002	0.1115589825	-0.07476705759999999	-0.0242688816	-0.0078219283	-0.14313318419999999	-0.0323089999	-0.1352528727	0.0409507406	-0.0328234798	-0.152763287	0.006886553199999999	0.1369254266	-0.016390856699999998	-0.06810239950000001	0.0175752943	-0.0578650241	-0.0185441492	-0.0564719465	-0.0742111288	-0.016939354099999998	-0.0098105147	-0.015799438	-0.0640022728	0.0251009137	0.042717694	0.059719956799999994	-0.040254217599999996	-0.1604369826	0.09001528880000001	0.0775006476	-0.075953664	-0.0140444607	0.0200798164	0.032466525499999996	-0.17473177969999998	0.018702761499999998	-0.10716658820000001	0.0175469782	0.0443568966	-0.050764786299999996	-0.0212089958	0.0464597508	-0.05579485519999999	0.1256223871	-0.0727590833	-0.1020774203	0.0092630186	-0.0881154881	-0.0612717141	-0.0159275865	0.0330700993	-0.0164598707	-0.0811686687	-0.1384751942	-0.028709962000000002	-0.007784405699999998	-0.0417230002	0.012364150400000001	0.0213326156	-0.0294697233	-0.09760245220000001	-0.0022720082	-0.022166622799999997	0.08146653200000001	0.0395976908	0.0093483679	0.0804435666	0.018638049099999998	-0.0376519904	-0.0128092436	0.0639335473	0.07852125360000001	0.0114524204	-0.0819860183	-0.030059017099999998	-0.1733026327	0.0829012328	-0.044595089500000004	-0.0351404201	-0.0298563066	0.0708148275	0.0112698318	-0.1062732363	-0.0886526747	0.06931758959999999	0.1579816122	0.11162833220000001	-0.0587408168	-0.0400116798	0.056816415599999996	0.1213005181	0.0013211451000000002	0.11610294130000001	-0.10687999470000001	0.0150614977	0.11331665240000001	-0.0310982067	-0.1662805131	-0.011164118300000001	0.0008698678	0.0189817943	0.0282337154	0.0075656972	0.0769091586	-0.0001732327	-0.0056267562	0.0840955351	-0.013145531200000001	0.050296637400000004	0.05632652320000001	-0.0420424111	0.0303508007	0.0701049165	0.1402063833	-0.0078348784	0.0526459443	0.055092832300000005	0.09029655560000001	-0.1012007708	0.1438672076	-0.0662826409	0.0431647224	0.0574025778	-0.0220369737	0.0132644361	-0.010919698200000001	0.0896701117	0.0203067531	0.0927716073	-0.164900785	0.0570666675	0.035894715	-0.01997286	-0.0813093347	-0.0515705489	-0.0138359067	-0.0611445913	0.0439319816	0.1525883317	-0.0070592410999999996	0.0572542801	0.0162501532	-0.0182298407	-0.0755052266	-0.0075251337	-0.0062450922999999995	-0.1057221046	-0.0051243168	-0.0193411356	-0.0932184509	-0.0368022016	-0.0089960696	-0.0005101221	-0.013237663600000001	0.0162759239	0.0686860418	-0.0235003804	0.1202710669	0.0619982238	-0.12610685359999999	-0.099758635	0.0416506573	-0.0430411553	0.0895495783	-0.0676354134	0.0326630907	0.0231637698	0.0127971612	0.0918126049	0.0916613475	0.0914094366	0.09105714849999999	0.09060487029999999	0.0	0.0313285	-0.004305099999999999	1.8533886009999994e-05	0.00098147491225	0.00592327	-0.03665543	0.0013436205484848994	3.5085127492899986e-05	0.0212266	0.009514999999999996	0.0004505685475599999	9.053522499999997e-05	0.000117337	5.41543e-05	1.3767971568999999e-08	2.932688208490001e-09	7.593549999999998e-24	7.593549999999998e-24	5.766200160249997e-47	5.766200160249997e-47	-0.000560305	-0.00035495099999999994	3.13941693025e-07	1.2599021240099996e-07
5175.410352322595	-9.937617781990413	98.75624718093201	26784872.31492789	6402.998744253231	-8.564773845931995	40998392.91890845	73.35535103196074	4312.899539434494	-9.09282940373123	82.67954656535923	18601102.43725427	4300.063952486928	5077.618230700379	1.19389	26.740938	0.051784885	0.0289533	0.0806438751	-0.0131632059	-0.1078267705	0.008631655600000001	-0.0664872426	0.0644849319	0.0065157663	-0.037908090299999996	0.0259305884	-0.0231375954	0.0972482942	0.0935483857	0.0677116926	0.0445490125	0.065984734	-0.1315629876	-0.10038584380000001	-0.1138472541	-0.063154531	-0.11755898710000001	0.0137366518	0.037428871600000004	-0.0059635088000000004	-0.0079449447	-0.1543030611	0.0997494998	0.0438191999	-0.0957461631	-0.0174540023	-0.1026179839	0.011320412299999999	-0.0173295675	0.1421625175	-0.0509791288	-0.1400207869	-0.12010520029999999	-0.0348336259	-0.0558388375	-0.026889901400000003	0.0003853396	0.0091324407	-0.0934835455	-0.0183357831	0.0724423074	0.01112342	-0.020691726100000002	0.0111118602	-0.12042511119999999	0.0075176441	-0.0393653103	-0.0650420282	0.0008220745	0.1154118756	-0.053302084699999995	0.08080530820000001	-0.12595479710000002	-0.029042372099999998	-0.0549035429	-0.0001174544	-0.0312972445	-0.0299160108	0.0549403989	-0.0275132506	-0.1279440974	-0.09132286699999999	-0.0601764232	-0.0784501168	0.0802669453	0.083707508	-0.09653485310000001	-0.0944447386	0.0784031031	-0.0366366717	0.0217638607	0.0983875127	0.0545602367	0.0428718203	0.0861511256	0.0665693651	-0.0345107906	0.1176421933	0.0052640175	0.1101992399	0.009020096	0.0421736717	-0.0067240866	-0.0449899102	-0.0711539707	0.0320408504	0.1110844458	-0.0318082232	0.1302561475	0.0347441427	0.010198855	0.018359996899999998	-0.0084747861	-0.0341465191	0.0066224835	0.05534619	-0.096082661	-0.0229747938	-0.0605705594	0.065302714	-0.0812920045	-0.051027237	-0.019993286699999998	0.0011759488	-0.0417175467	-0.0177350975	0.0096670754	-0.0653634169	0.11788384699999999	0.0418128622	-0.0131379597	0.020301011299999998	0.0967076975	-0.0086191771	-0.0164342809	0.1501669252	-0.0370542065	-0.1296981283	0.12867556619999998	0.0028500340999999996	0.0608584457	0.025412169100000003	-0.0264818845	0.0027441181	0.0993985932	-0.007817385100000001	-0.1073038015	0.0119140081	0.029263628399999998	0.005054404	0.1003841543	-0.0557761519	0.0424775173	-0.10052326869999999	0.0038348882	0.0238259667	0.09316142990000001	-0.1243035663	-0.012387268100000001	-0.034256882999999995	-0.0976493439	-0.013319296299999998	0.0093911772	0.0179160586	0.053050914500000004	-0.002774773	-0.0651821656	-0.0911176373	-0.0179494756	-0.1014899426	-0.1360522142	-0.07333593320000001	-0.0767929731	-0.0383595024	-0.0033384468	-0.0548418505	-0.0872009806	-0.0652167178	-0.0879205138	-0.13413825470000001	-0.0666837517	-0.0425068803	0.1531958517	0.0055361291	0.0245945292	-0.055364061299999996	-0.0568780465	-0.0322657572	0.026882500299999997	0.0749550907	-0.0174710795	0.0356280635	0.1017372149	-0.0210962098	-0.06305399099999999	0.015727448300000002	-0.042535570999999994	-0.052182907199999996	0.0186177417	0.007227116899999999	-0.0444118303	-0.0875287067	-0.0183796762	0.0659514081	-0.0249535675	0.10844677189999999	0.0439422645	-0.0493013958	0.046185512699999993	-0.046768193300000004	0.0469345341	-0.0119771221	0.06138479860000001	-0.0886860119	-0.0931480093	0.0629327827	-0.0127934991	0.0917641935	0.09146785939999999	0.09097467779999999	0.0902857102	0.0894024392	0.0	0.0199117	-0.0114168	0.00013034332224000006	0.00039647579689	0.0310926	0.02516933	0.0006334951726488997	0.00096674977476	0.0248396	0.0036130000000000016	0.00061700572816	1.3053769000000012e-05	0.00016863799999999998	5.130099999999998e-05	2.8438775043999995e-08	2.6317926009999973e-09	8.288509999999997e-05	8.288509999999997e-05	6.8699398020099954e-09	6.8699398020099954e-09	-0.000462776	9.7529e-05	2.14161626176e-07	9.511905841000002e-09
5182.8552473649515	7.44489504235662	55.42646219170618	26861988.51513841	6401.13206277399	-1.8666814792413788	40974491.68507319	3.484499744942782	4309.2830492389785	-3.6164901955153255	13.079001334258475	18569920.398458388	4296.4175854405685	5082.40512741088	1.217469	27.269058	0.05434077	0.0290916	0.0898134396	0.049543940999999994	0.0242302257	0.0286473623	0.10169379140000001	-0.0113647327	-0.0441381172	0.1671848252	0.037593565499999995	-0.0248288964	0.048751971799999995	0.08353913519999999	0.10285905890000001	-0.09879581050000001	0.10573354130000001	0.028900401000000006	-0.0542834772	-0.005548859200000001	-0.0505910376	0.0019223938	0.1243129784	0.0050966785	0.014717673999999997	0.053986411	0.0489423988	-0.05016450980000002	-0.0117889001	-0.0766869977	-0.0510554141	0.045400403799999996	0.12574911490000001	0.08795417289999999	0.1353737847	-0.0022067261	-0.051138363	0.025487317000000002	-0.0473340583	-0.1554435111	-0.0025308795	-0.1078921187	0.0264962565	-0.0162566322	-0.050816245700000005	-0.016562998500000002	-0.015261000600000001	0.0017783818	-0.0486100217	-0.052356561399999994	-0.0367797713	0.0425195597	0.081423083	-0.0201729965	-0.0586152859	-0.09308262630000001	-0.0393690527	-0.0263088969	-0.1152598983	-0.0659111639	0.0375515052	0.0597831317	0.0344843595	0.0341342368	0.0387293984	0.022701715600000002	-0.0451364892	-0.015137526200000001	-0.0538626903	0.025377818700000002	-0.0514833987	0.08952185160000001	-0.0652974412	-0.0140391553	0.048423634800000004	-0.1130879078	-0.043707459299999994	0.0295537203	-0.031026249199999998	-0.0812240567	0.1066144574	0.0076129915	-0.1109553636	-0.07916585549999999	-0.052551940899999997	-0.049079097	0.06958962169999999	-0.035940261200000004	-0.0238050467	-0.032590735600000004	0.0809734669	0.0191218496	-0.0149039926	0.0005003585	0.0025536206	0.0052522607	-0.031214448199999998	-0.085036382	0.043651707000000005	0.08597498740000001	0.0092689604	0.0478462901	0.09918876730000001	-0.0222492903	0.0256664444	-0.1074925462	-0.082775798	0.0356400123	-0.0047138937	0.015940354099999998	0.0180724248	0.0610394428	0.0775472553	0.0268909124	-0.137938633	-0.050129012800000004	0.0481669308	-0.0531248458	-0.1188643494	0.095889982	0.13554947779999998	0.0109397092	-0.0537642488	-0.0145288432	0.0530791815	0.1395407643	0.0679063448	0.1047926053	-0.0291684762	-0.0140145449	-0.04647884769999999	-0.007616268299999999	0.0011036503	-0.021142089	0.0565515928	0.0441454749	0.026442109100000003	-0.0160961982	0.10429570710000001	0.0211179719	0.0268666314	0.071702041	0.0343541371	0.0312555342	0.0946099649	-0.0985995156	-0.012146591299999999	-0.0937959885	-0.0317731741	-0.0075290609	-0.0247114246	0.0559231931	-0.024596903399999998	0.026640247599999996	-0.09463538140000001	0.013815323300000001	0.0200307362	0.0305890334	0.0192424449	-0.07561457740000001	0.008906950600000001	0.1049524072	-0.0733322411	-0.083950441	0.05425533	0.072473863	-0.076739723	-0.0937311663	0.0922893742	-0.0051529794	-0.011023278300000001	0.0582235667	-0.0403831463	0.0691155237	0.0316674608	0.03398835	-0.0374103812	0.1043576186	-0.0114711879	-0.0102257539	0.011609531999999999	-0.0033554029	-0.0353898689	0.0017260434	0.0075681243	-0.08936273	0.053201385999999996	-0.037227068700000004	-0.0556135641	-0.0870213363	0.0442013134	0.0009396073	-0.1091028345	0.04858787480000002	-0.026012808	-0.042102735999999995	0.0439652489	-0.0044144358	0.0736032165	0.0221696229	-0.1169014628	-0.06271799389999999	0.0916996582	0.0912100867	0.0903960694	0.0892605018	0.0878074234	0.0	0.012545	-0.0073667	5.426826889e-05	0.000157377025	0.015854399999999998	-0.0152382	0.00023220273924	0.00025136199935999994	0.0478605	0.0230209	0.00229062746025	0.00052996183681	8.69995e-05	-8.163849999999997e-05	7.568913000249999e-09	6.664844682249996e-09	0.00017292799999999998	9.004290000000001e-05	8.107723840410002e-09	2.9904093183999995e-08	-0.000465394	-2.6180000000000214e-06	2.16591575236e-07	6.8539240000001125e-12
