global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	w_comp_cor_71	w_comp_cor_72	w_comp_cor_73	w_comp_cor_74	w_comp_cor_75	w_comp_cor_76	w_comp_cor_77	w_comp_cor_78	w_comp_cor_79	w_comp_cor_80	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
7087.600066817891	n/a	50234074.70715698	n/a	6222.8733084724445	n/a	n/a	38724152.21329879	4132.55718226531	n/a	17078028.8646926	n/a	4185.431251045509	9501.73736690599	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0347348	n/a	n/a	0.00120650633104	0.0171247	n/a	n/a	0.00029325535009	0.0542312	n/a	n/a	0.00294102305344	-0.000909642	n/a	8.27448568164e-07	n/a	0.000796597	n/a	n/a	6.34566780409e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6994.686509795811	-92.91355702208055	48925639.3703195	8632.929078495417	5980.269495189563	-242.60381328288167	58856.61021939531	35763623.23509483	4127.691464483041	-4.865717782268803	17037836.825966153	23.67520953668684	4167.999241751211	9099.946920605094	1.706421	37.516857	0.10372883	0.0557911	-0.0059443727	-0.0436784958	0.016591098	-0.0238273786	-0.0484895001	-0.0119281221	0.0520782333	-0.0078679559	-0.0409184167	0.0703113256	-0.0415154834	0.0238778976	-0.0116563087	0.0603659342	-0.071186011	0.1987170022	-0.0249705939	0.0292363698	-0.1033958588	0.0105628137	-0.0180410591	0.0013662792	-0.0170697357	0.0087438456	-0.030830393	0.064924837	-0.015529087	0.0658529574	-0.0064749145	0.0207139009	-0.0063604639	0.0242292306	-0.0174693319	0.0229101485	-0.0340870164	0.0478754012	-0.0439274689	0.0090813509	-0.0173363203	0.0086087637	-0.0152750016	0.0215790016	-0.0161347595	0.0490533828	-0.0493847552	0.0111076978	-0.0032620698	0.0486460065	-0.0227377145	0.0429050512	-0.0374960429	0.0272400474	-0.0037420014	0.0045657624	-0.0739937005	-0.0709733235	0.0668903711	-0.0337737601	0.0214858527	-0.0080854824	-0.0619741086	0.0132659863	-0.0303599949	-0.0252693686	0.0155268215	-0.036108844	-0.0046396541	-0.007233013	0.0176867522	0.0017473092	0.0168785172	-0.0389032083	0.0387612832	0.0309207608	-0.0179083239	-0.0135359041	-0.0518749846	0.0490881214	0.0538981176	-0.015751814	-0.0148033643	-0.0005401804	0.0202814334	0.0062810847	0.0009398749	-0.0840384706	-0.0243421717	0.0071682788	0.0069197687	0.0140402733	0.0095863234	-0.0317956444	0.0793462036	0.0281124707	0.0258623361	-0.0038044556	-0.0014847098	-0.0146681399	-0.0657553361	0.0095576329	0.0054461455	-0.0149568366	-0.0037498391	0.0094358198	-0.0406532524	0.0218242387	-0.0335794733	0.0658055173	-0.0172480451	0.0117991797	-0.0567371031	0.0170631184	-0.0032733739	0.0096635285	-0.0039325833	0.0114359064	-0.0742218929	0.0610866617	-0.0024407727	0.0013530265	-0.0166638028	0.0132009244	-0.0021477714	-0.0468040969	0.0058850488	0.0296002685	-0.0096977214	0.0427006706	-0.027722712	0.0078246212	-0.0465736917	0.0795040583	-0.0906580291	0.0527757057	-0.0046911088	0.1226647934	-0.0282089578	0.0531395765	-0.0348877326	0.0204468657	-0.0013270069	-0.0003160231	-0.0259651543	0.0296257258	-0.0303123111	0.0249128516	-0.0043730255	-0.0088208056	0.0456795684	0.0132169222	-0.0346036571	-0.0647996627	0.009487336	0.0587021199	-0.0197710764	-0.0525162303	0.0349392919	0.0079823105	-0.0151068563	-0.017666102	0.0040125966	0.0115028589	0.0093764823	0.0016874696	0.0434859054	-0.0660961258	0.0311155306	0.0169325811	-0.0329006754	-0.0172299519	-0.0128305967	-0.0023426829	0.1003088317	0.0481505763	0.0040700294	-0.0759613062	0.022489751	0.0367146473	-0.0414509517	0.0125934458	-0.0538167238	0.0293894674	-0.0254909002	-0.0211948745	0.0577215832	-0.0193648375	0.0681810032	-0.0228723014	0.0285667914	-0.0216412826	0.0001260572	-0.0644260597	0.0057141794	-0.0121211398	-0.029572626	0.0270967294	0.1068845482	-0.0201961077	0.011833948	-0.011768396	0.0352943013	-0.0187893978	0.0918610248	0.0918549718	0.0918448838	0.0918307613	0.0918126049	0.0	0.0335958	-0.001139	1.2973210000000023e-06	0.00112867777764	0.0609856	0.0438609	0.00192377854881	0.00371924340736	0.0852967	0.0310655	0.00096506529025	0.00727552703089	-0.000519744	0.0003898979999999	2.701338255360001e-07	1.5202045040399996e-07	0.000690912	-0.000105685	1.1169319225e-08	4.77359391744e-07	5.76856e-05	5.76856e-05	3.32762844736e-09	3.32762844736e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7006.813078191881	12.12656839607007	49095429.51272078	147.05366106456543	6060.416853170056	80.14735798049333	6423.598991253347	36728652.43418764	4127.535300023966	-0.1561644590756259	17036547.652943928	0.0243873382783828	4169.74338049712	9221.02194450534	1.275949	28.052637	0.0723375299999999	0.0395447	-0.0296862591	-0.0711411653	-0.0333521282	0.0023091927	-0.0925512874	-0.0865104716	0.041018902	-0.1010637762	-0.0154790601	0.0882147332	-0.089712792	-0.0422431812	0.0426215706	0.0740702282	-0.1590865801	0.4099585075	0.0473852648	-0.0337131546	-0.1271280683	0.0067336435	-0.0395452952	-0.0389256634	-0.0603027931	0.08391123	0.0107502411	0.002507397	-0.0577902437	0.025549948	-0.0047379452	0.1134514787	0.0490603254	0.0037080264	0.0255539963	0.1027599656	-0.0700168451	0.0296211002	0.061509308	0.0485810528	0.0341184023	0.0354448451	-0.1047179168	0.0333109656	0.0431089832	0.0098180184	-0.029890739	-0.0097028371	0.0858138065	0.1561088712	-0.0692927189	-0.0649008546	-0.0397285981	-0.0232072172	-0.0598839435	0.1370265177	-0.0422665699	-0.0673338678	0.1047216628	-0.0099037178	0.0827662504	0.0397224372	0.0029274656	0.0244075702	-0.0129936196	0.0791053391	0.114391513	-0.1312328956	0.07283346	-0.0872625377	0.0128566285	-0.0072624984	-0.0021841967	-0.0969666349	-0.0336811667	0.0732453054	-0.0524623715	0.0279824897	-0.0871328444	0.1050227175	0.020926534	0.0816872471	-0.0385610797	0.1032799697	0.0955631895	-0.0040702823	-0.0233313316	0.0119030212	-0.018653947	-0.0168341547	0.0423490509	0.0299800557	-0.1015769107	0.0741349451	0.2320748005	0.1220074662	0.0295455777	-0.0037096135	-0.0650652347	0.0619477579	-0.0410079984	-0.0124547962	0.0010328409	-0.0340402104	0.0394320137	-0.0344854308	0.0832039556	0.0409277563	-0.0816638692	0.0336149267	-0.033220969	-0.0664870241	-0.126065631	0.1225420722	0.0700676664	0.0292739949	-0.093795078	0.068712457	-0.0076171171	0.0104765889	-0.0742426453	-0.0222004066	0.0162436325	0.1657965453	-0.0376384995	0.0373584707	-0.0135570139	0.1106564848	-0.1423046519	0.0217199392	0.0136613658	0.0405475544	-0.0466232016	0.0946615667	-0.0085075463	-0.0449673016	0.0776587093	0.2210280082	-0.1078187839	0.0218243571	0.0196192072	0.0104943125	-0.0744135203	-0.0739181811	-0.0421923242	0.0318218539	-0.0620236899	0.0687121665	0.1025564486	-0.0397272429	0.0565492279	-0.08974578	-0.0014138809	-0.1244414062	0.0157679667	0.0886721868	-0.078527422	-0.1040650357	0.0123656037	-0.0566261644	-1.27183e-05	0.0557219191	-0.0170907802	0.0048073045	0.1365599031	-0.1460640606	0.0605028573	-0.0980860178	0.0428551453	-0.0089469576	-0.0305311099	0.0311229111	-0.1041401874	-0.1200413963	0.0570583768	0.1554869098	0.0977308657	0.009264872	0.0799320976	0.0730668502	-0.072893375	-0.0600610958	0.0344893676	0.0356295098	-0.0063280819	-0.0817007045	0.0001482374	0.0699497764	0.0843602386	-0.0519796537	0.0707348203	-0.1552351442	-0.0155282142	0.0338636664	-0.0466256225	-0.1268090343	-0.050963318	0.0477405329	0.1011938263	-0.1172177304	0.0826417658	-0.0873609146	0.1532542173	-0.0604000636	0.0918448838	0.0917904153	0.0916996582	0.0915726486	0.0914094366	0.0	0.0285308	-0.005065	2.5654225000000035e-05	0.0008140065486399	0.0341564	-0.0268291999999999	0.0007198059726399	0.00116665966096	0.111074	0.0257773	0.00066446919529	0.012337433476	-0.000549185	-2.944099999999995e-05	3.01604164225e-07	8.66772480999997e-10	0.000484718	-0.000206194	4.2515965636000016e-08	2.34951539524e-07	0.0	-5.76856e-05	0.0	3.32762844736e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6971.727703503082	-35.085374688798765	48604987.17179236	1230.983517053401	5899.114878740092	-161.3019744299645	26018.326955004923	34799556.352572724	4125.886436806299	-1.6488632176669853	17022938.889422175	2.718749910575124	4158.806902369746	8889.666592874333	1.43977	31.654341	0.17221675	0.0797164999999999	0.0457847184	-0.084484849	-0.0090972294	0.0178973292	-0.0048661417	0.0982427082	-0.0225458144	-0.0722584146	0.0657715839	-0.0379905865	-0.0815548915	-0.0940201958	-0.0871090132	0.1491024601	-0.0002463294	0.1982475641	-0.1393140094	-0.0575054737	0.0303272893	0.0379409259	-0.0350818736	-0.0417640406	-0.0506509306	0.1153293273	0.0070210763	-0.0299647739	-0.031670697	-0.0290402576	0.0302302386	0.1267074681	-0.0129652072	0.0182269126	-0.0024372544	-0.023448174	-0.0608208551	-0.0278113741	0.0905350206	0.0794884251	0.0184809447	0.0918113713	0.005438649	-0.0114968675	0.0897180415	-0.1270083129	-0.0462439472	-0.0257294148	0.0846598612	-0.1375224363	0.0693065231	0.0349260241	-0.1243365474	0.0260983736	0.0407759696	0.0687406677	0.0289119298	-0.1194340918	-0.0400839951	-0.1097267388	-0.0727615053	-0.0408775302	0.002893771	-0.0813907298	0.067802938	-0.0522449561	0.0586703873	-0.032918196	0.0270309172	-0.0492519868	-0.0125981874	0.0559750624	0.0031993757	0.0266448083	-0.1066771843	-0.0934240638	0.0980700633	0.0115574113	0.1074038913	-0.0138673769	-0.0022000954	0.0185522882	0.0792569158	0.0266557002	-0.0321935206	-0.1043517679	-0.1083715015	0.0511612286	0.0560749488	-0.074852814	0.0066438247	-0.0026594612	-0.0489006332	0.0812356329	0.0021307833	-0.0370143316	0.0150714926	0.0830930733	-0.0322190399	0.0481048139	0.0169391407	-0.1124854518	0.0597052385	-0.02966699	0.0716614572	-0.0546565282	0.0669040363	-0.0369082828	-0.0650324115	-0.0224798766	0.0425414947	-0.0440621012	-0.1354848144	-0.0541689052	0.008709008	-0.0114089285	-0.0162679751	0.1211688438	-0.07981485	0.0243293704	-0.0919178608	0.0033514958	0.0003060321	0.0886142896	0.0124295062	-0.0802535823	0.1054298686	0.0157354046	0.0424575523	-0.0564239874	-0.1524361182	-0.0396864262	0.1914198677	-0.0983954624	-0.0684161824	0.0179837505	-0.095083742	-0.0013376884	0.0864323447	-0.00951391	0.0702107902	-0.1832145048	-0.1176482673	-0.1407662996	0.0810186019	0.0911558407	0.0188130355	0.0402900299	0.0104437885	0.0377539781	-0.0231129126	-0.0638591432	-0.0427653418	-0.03769933	0.1006057136	0.0442322554	-0.0269079543	0.0783672457	0.0712350943	-0.1030801583	0.0474368443	0.0345435113	-0.0684454921	-0.1076157558	-0.0306365774	0.0483650761	-0.0236047062	-0.0340430116	-0.0317862221	-0.013239833	0.0216093183	0.1477920606	-0.0172821926	-0.0689532913	-0.0778564002	-0.0246610698	0.0634485406	0.0821279686	-0.047123251	-0.1497281826	-0.0484744807	-0.0306539677	0.0214137339	0.0723266943	0.0372765953	0.0416564714	0.0430258131	0.0337328238	0.0460090454	-0.0086081217	0.1068956754	-0.1442061499	-0.1129815155	-0.0278363438	0.0056276121	-0.0316667109	-0.0071183716	-0.047355889	-0.0496820244	-0.1142102273	-0.0315024192	0.0661035142	0.0309722487	0.1656620441	0.0918126049	0.0916613475	0.0914094366	0.0910571485	0.0906048703	0.0	-0.00330753	-0.03183833	0.0010136792571889	1.09397547009e-05	-0.00334607	-0.03750247	0.0014064352561009	1.11961844449e-05	0.0614898	-0.0495842	0.00245859288964	0.0037809955040399	-0.000210557	0.000338628	4.4334250249e-08	1.14668922384e-07	0.000721201	0.000236483	5.5924209289e-08	5.20130882401e-07	-0.000490724	-0.000490724	2.40810044176e-07	2.40810044176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6984.987199403116	13.25949590003438	48790046.1758254	175.81423152302855	5884.039080912485	-15.075797827606948	227.2796801388784	34621915.90570544	4125.125228618607	-0.761208187691409	17016658.151785716	0.5794379050084393	4158.767921645553	8946.871138996981	1.458206	32.059666	0.0962382	0.0535812	0.0152920398	-0.0128942797	0.1596247971	-0.0381522522	0.0364274831	0.1311314736	0.0593829756	0.0575607699	-0.0756744296	0.1366904843	-0.0038817448	0.0557845153	-0.0095378425	-0.0181023856	0.0600891919	0.1971102958	-0.1658598983	-0.0896344436	0.1242297456	0.0263277976	-0.0266380121	-0.0563417268	-0.0135510022	0.0233139743	-0.060385525	-0.0018461108	0.0918313158	0.1118817294	-0.0094844877	0.0992678011	-0.0449318536	-0.022556662	-0.1385670425	-0.1628151553	-0.0801906398	0.0197507318	0.1017626642	-0.0892037745	0.0455277011	-0.0167353618	-0.0558702341	0.0206629817	0.0258058358	0.0253090691	0.0054232003	-0.0094699054	0.0174678701	-0.058645225	-0.1382329135	0.0837472363	-0.0144871873	-0.0459236238	-0.0613043176	-0.0581209624	-0.0900873819	-0.0270767212	0.0057037415	-0.0659149311	-0.1331669375	-0.0132674795	-0.1480424719	-0.0643547331	0.1118173382	-0.0192802308	-0.0261321415	-0.0312584131	0.1624572981	0.0040292645	-0.0292749608	-0.0077316488	-0.0058372275	-0.1204050664	0.0401862133	0.0180648222	-0.0403452281	-0.0452343248	0.0851106298	-0.0437397433	0.0236554195	0.0845628784	0.0762334683	-0.0238788704	0.0744680577	0.0542778598	0.0365593185	0.0064166725	-0.0387598735	-0.0265315188	0.0110592063	0.0746359528	0.0162133329	-0.2118754166	-0.0190019245	-0.1536933379	0.0928385605	-0.0124424991	0.0613287681	-0.0833531485	-0.03404367	-0.0683542413	0.0520928317	-0.0428465957	0.0134198609	-0.0107168353	-0.1000370247	-0.0788938864	0.0269945675	0.1080060592	-0.1315480062	-0.0591927525	-0.0835562174	-0.1623112765	-0.0462733923	-0.0590717837	-0.0216689817	0.1685797888	-0.0023257733	-0.0114436641	-0.2140353658	-0.0724924259	-0.0554672599	-0.0874478698	-0.1676879543	0.0409826192	-0.0363033948	-0.1242512151	0.1168648081	0.0037621567	-0.0032760628	0.0522556163	0.0752868627	-0.1269996044	-0.2721863294	0.104617667	0.0553299902	0.0088144795	0.0465380215	-0.0209643097	-0.0892008601	0.0040322676	-0.039425404	-0.0874147354	0.0384139097	0.0613113619	-0.0053945842	-0.0607811293	-0.0157243273	0.0601531449	0.0913221231	0.0206483343	-0.0130398752	0.0200269504	-0.0146550533	0.0049048686	-0.0359085374	-0.1172787857	0.0083494005	0.0808340971	0.0177625141	0.0266182161	0.1002420059	0.0603594872	-0.0699337522	0.0392784642	0.0486096048	0.1427963752	-0.0076116292	-0.1852937067	-0.0733533547	-0.0410271451	0.1221173975	0.1464684589	0.0530414786	0.0009721199	-0.0866333691	0.0797011765	0.0410745994	0.0607906936	0.0138343855	-0.0582784988	-0.031780299	0.0868900897	-0.0066028166	0.0034597551	0.0667381095	0.0282365194	-0.036969932	-0.1826657778	0.0060067916	-0.2032694577	0.0571781924	-0.0482049614	-0.0682909285	0.1623007943	-0.043159193	-0.0224651652	-0.0447215808	-0.0534173592	-0.1865652628	-0.0417718328	-0.0261022699	0.165203838	0.0917641935	0.0914678594	0.0909746778	0.0902857102	0.0894024392	0.0	-0.00875203	-0.0054445	2.964258025e-05	7.659802912089999e-05	-0.00337887	-3.279999999999993e-05	1.0758399999999951e-09	1.14167624769e-05	0.0933131	0.0318233	0.00101272242289	0.00870733463161	-0.000914155	-0.000703598	8.356793640250001e-07	4.950501456040001e-07	0.000439508	-0.0002816929999999	7.935094624899998e-08	1.9316728206400005e-07	-0.000684185	-0.000193461	4.681091142250001e-07	3.742715852100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7002.487924381967	17.500724978850485	49034837.13111527	306.2753747853613	5965.427891868639	81.38881095615397	6624.138548856569	35586329.93308431	4134.253752201613	9.128523583005515	17092054.087593116	83.32994280548789	4170.111001028838	9157.43058247469	1.404072	30.869509	0.13597329	0.086884	-0.0351487151	-0.0532469785	0.0640086424	-0.0521289745	-0.0186593341	-0.0404534278	-0.0051833652	-0.0497428986	-0.0963061592	0.1701889734	0.0682433138	0.0084756552	0.0203363319	0.0742348807	-0.0195854735	-0.0293177423	0.0114365904	0.0609676353	0.1353155992	-0.024695492	0.0151705556	-0.1200729683	-0.0719884041	-0.0732642727	-0.1055405898	0.0919257677	-0.0072961556	0.1332475454	0.0009068482	0.0912637691	-0.0158836866	-0.0095229436	0.0173879362	0.0048250509	-0.0631386791	0.0820156987	0.1475124155	0.1244216161	-0.0342641999	-0.0217073458	0.0011538644	0.0630756406	0.014750282	-0.0502949957	0.0589628833	-0.0073728167	0.0384079698	0.0627561274	-0.1223670306	0.0124335689	0.081274389	-0.0196724073	-0.009862583	0.1129751791	0.1858875729	0.0273008526	0.0559039852	0.0441608417	0.0329721206	0.0004906645	0.0671975309	0.0466135109	0.0938411854	0.0024913315	-0.0770718616	0.1018367057	0.1004696577	0.0022586236	-0.0332732969	-0.022019575	-0.0371648425	-0.0387249506	-0.0126676247	-0.0132581722	0.0692154144	0.0638987404	-0.0527796141	-0.0294990876	0.0023858847	0.0823319398	0.0425112201	-0.1222794541	0.0629847109	-0.0084297699	0.1283254029	0.1445102637	0.0185195338	-0.1025487212	-0.0265698421	-0.0229515234	-0.0081655719	0.027674479	0.0394416325	-0.0830757576	-0.1080130775	-0.095917449	0.0474724314	-0.0305593059	-0.0891472263	0.0864104358	-0.0175230653	-0.0237741674	0.0309167988	-0.0646099678	-0.1644035736	0.0434153336	-0.0214919495	0.0883892758	-0.0817154481	-0.0246005244	-0.1017008892	0.0840275955	0.0286809099	0.0287271943	-0.1177442541	0.0084688861	0.0829390842	0.0008407815	-0.0515971961	-0.2890448066	-0.000790898	0.0898867085	-0.1186469012	-0.0363299379	-0.0875284766	-0.1015295587	-0.0545390069	-0.0133465623	0.138409159	-0.0324750005	0.0706682351	-0.0299655377	0.0608125219	-0.1951020406	0.0608065602	-0.1143351593	-0.0265271517	-0.09643745	-0.06069322	-0.0243684317	0.0658298819	-0.0868763401	-0.123874552	-0.0158152551	0.0450307968	0.1106625193	0.0090368328	0.0337107558	-0.1454411099	-0.0800713404	0.0221461018	-0.0378831056	-0.0036798685	0.0008741656	0.0837136071	0.0008790613	-0.0827493762	0.0870077986	-0.0468168703	0.0411132501	0.131383224	0.053567756	-0.0055153027	-0.0444042941	-0.0860860819	0.0871058139	-0.0672630512	0.0314188968	-0.0302895108	0.0633447961	-0.0417824277	-0.0650472934	-0.0221744141	-0.0750975971	0.0072638367	-0.0048048615	-0.0692052473	0.084308421	-0.0248500861	0.0051977322	-0.0656548361	0.0064487571	-0.0582679914	-0.000411238	0.0977578853	-0.0471548861	0.1015234225	-0.0613897624	-0.0475603956	-0.1147612363	0.0646060318	0.0106901712	-0.0499045805	0.02186005	-0.1096615848	0.1069288471	0.0416785161	-0.0223461214	-0.0320250845	0.0316718632	0.0164302672	-0.1723799299	0.0916996582	0.0912100867	0.0903960694	0.0892605018	0.0878074234	0.0	-0.00124381	0.0075082199999999	5.637336756839999e-05	1.5470633160999998e-06	0.0787355	0.08211437	0.0067427697604969	0.00619927896025	0.0792427	-0.0140703999999999	0.0001979761561599	0.00627940550329	-0.000379816	0.000534339	1.44260193856e-07	2.85518166921e-07	0.000436829	-2.679000000000006e-06	7.1770410000000316e-12	1.9081957524100002e-07	-0.000575597	0.000108588	3.31311906409e-07	1.1791353744000016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
